herkunftId,bemerkung
1330,"Zu P. gibt es nur eine Nennung in den AMP. Diese bezieht sich auf die Lieferung von Taufelholz und Körbel auf zwei Floß. Ein passender Ort konnte nicht identifiziert werden. Ein phonetisch entsprechender Ort ""Breitenhill"" als OT von Altmannstein scheint bezüglich seiner Lage zur Donau höchst unwahrscheinlich, aber nicht auszuchließen. Familienname des Floßführers (Holzer) und Waren sprechen am ehesten für einen Ort in der ehemaligen Grafschaft Werdenfels."
1333,Lesung unsicher.
1335,"Mit großer Wahrscheinlichkeit handelt es sich bei der einmaligen Nennung von H. in den AMP um eine Verschreibung von ""Hohenfurch"" (siehe auch dort). Die einzige Person aus H., Ignaz Probst, könnte mit dem mehrfach genannten ""Ignaz Pröbstl"" aus Hohenfurch identisch sein.
Transportiert wird Ledererlohe, die zum allergrößten Teil aus Bayern stammt. "
1336,unklar - evtl. Veschreibung von Haitzendorf oder Pielenhofen? Unter diesen beiden Orten scheint der Schiffführer sonst auf.
1339,Evtl. im Bezirk Braunau im Innviertel. Evtl. identisch mit Hohenfurch.
1340,"Der einzige Eintrag zu R. in den AMP bezieht sich auf eine Holzlieferung durch einen Johann Georg Seidl, der auch unter ""Krachenhausen"" (siehe dort) in den Quellen aufscheint. Evtl. könnte es sich um eine Verschreibung/Verballhornung durch die Aschacher Mautschreiber handeln."
1014,"Am ehesten Kirchheim unter Teck in Württemberg
Für die andere Möglichgkeit, Kirchheim in Schwaben fehlt der Bezug zm Schneckenhandel; Für Kirchheim unter Teck (Oberamt)ist der Schneckenhandel nach Wien belegt: https://books.google.at/books?id=mvRfAAAAcAAJ&pg=RA1-PA24&dq=Kirchheim+schnecke&hl=de&sa=X&ved=2ahUKEwjsrdi-mMrrAhVLyYUKHbQKCb4Q6AEwAnoECAIQAg#v=onepage&q=Kirchheim%20schnecke&f=false
Möglich wäre evtl. aber auch Kirchheim am Ries.
Die reichsritterschaftliche Herrschaft ""Kirchen"" ist eher auszuschließen."
427,Cave: Nicht mit Kinsen zu verwechseln!
1344,Heute Stadtteil von Krems.
1346,Evtl. Niedereschach [?]
9,Ausgangspunkt der Innschifffahrt.
133,H. ist die Nachbargemeinde von Aschach.
218,"Die Personen ergeben eine Nähe zu Kelheim und Saal an der Donau. Haunersdorf ist heute ein Ortsteil von Saal. 
Das Gebiet von Kelheim bis Einmuß gehörte von 1002 bis 1803 zum Reichsstift Niedermünster in Regensburg:
https://de.wikipedia.org/wiki/Saal_an_der_Donau#Mittelalter
Es würde zwar auch eine Reihe weiterer Haunersdorf geben - vor allem Haunersdorf als Ortsteil von Simbach  https://de.wikipedia.org/wiki/Haunersdorf (ursprünglich dieses angenommen) -, jedoch ist der OT von Saal richtig, da zumindest eine Person, Rengstl, im HAB nachgewiesen werden konnte!
"
406,"Hopfenabaugebiet: https://regiowiki.pnp.de/wiki/Hopfen_aus_Hauzenberg
Produktionsort von Rupfen und Leinen (auch im Benachbarten Waldkirchen). Transport meist durch Obernzeller Schiffmeister. "
1385,für alle unbestimmten Fälle
172,"Nur eindeutig für Ilg, Jell, Kagerer, KAiser, Nusshard, Rossmann (Matriken!)."
1384,Zu verwenden für den Bäcker. Evtl. auch für weitere Personen siehe das unbestimmte Waldkirchen.
1192,"Heute OT von Maselheim.
Ehemalige Reichsabtei."
996,"Eindeutig, da der Prälat des Stifts befördert wird."
1137,Kommt als unspezifische Richtungsangabe vor.
661,"Es dürfte sich hierbei in den AMP um eine Verschreibung aus ""Hengersberg"" handeln, da die einzige Person, die aus H. kommt (Christian Prandhuber), sonst unter Hengersberg genannt wird. Die Orte H. in Bayern sind bezüglich ihrer Lage zur Donau und der transportierten Güter auszuschließen. "
859,Textilort im Oberen Mühlviertel.
530,"Liegt am Haselgraben, der Verbindung von Linz nach Böhmen."
1120,"Es gehört auch ein Graf Friedrich Alexander zu Wied zu dieser ""Herrschaft Wied"". Es handelt sich daher um die Grafschaft Wied-Neuwied.
https://de.wikipedia.org/wiki/Johann_Friedrich_Alexander_(Wied-Neuwied)
Residenzort war Neuwied, dieses für Koordinaten verwenden.
Heute gehört die ehemalige Grafschaft zu Rheinland-Pfalz, im HRR zählte sie zum Niederrheinisch-westfälischen Reichskreis."
991,OT von Altmannstein
1071,"Der Familienname Fischer und auch die Ware Holzschuhe passen. Holzschuhe kommen sonst noch aus Wolfstein, zu dessen Landgericht H. einstmals gehörte.
Näherliegendes (phonetisch) ist in keinem bayerischen Ortsverzeichnis zu finden."
1281,"Der Ort steht in den AMP im Zusammenhang mit dem Vitriolhandel. Wichtig waren diesbezüglich die Bergwerke in Bodenmais im Bayerischen Wald. Ein Ort H. (auch Hingsbach/Hengsbach und Varianten) konnte dort, oder südlich an der Donau um Metten/Deggendorf? jedoch noch nicht nachgewiesen werden."
618,"Zu H. gibt es nur einen Eintrag in den AMP, der sich auf eine größere Haferlieferung bezieht. Der Ort H. als OT von Gerolstein ist äußerst unwahrscheinlich, da keine Flussverbindung besteht. Der Ort ""Hinterhaus""  (Burg Hinterhaus) bei Spitz/Donau kann nicht ausgeschlossen werden, scheint aber wenig plausibel."
1147,"Zu H. gibt es in den AMP nur eine Nennung. Evtl. könnte es sich um einen der beiden Orte ""Höch"" in Bayern handeln: Höch als OT von Neuburg am Inn oder Höch als OT von Taufkirchen (Vils).
Zu wenige Daten für eine Identifizierung."
448,"Die einzige Nennung von H. in den AMP bezieht sich auf einen Schiffführer, der auch unter den Orten: Regensburg, Reinhausen und Stadtamhof mit gleichen Gütern (Holz) aufscheint. Im Umkreis dieser drei Orte konnte jedoch kein Ort H. identifiziert werden. Die beiden Orte H. in Bayern (H. als OT von Unterreit und H. als OT von Warngau) scheinen im Zusammenhang mit dem genannten Schiffer Joseph Heil eher unwahrscheinlich. Ebenso alle Ortsvarianten in Österreich. Gleiches gilt für Orte der Schreibvariante ""Hochleithen"". Auch entlang der Naab konnte noch kein entsprechender Ort identifiziert werden."
508,"Aus H. kommt in den AMP (1706-1740) nur eine Person: ""Matthias Dorfner"". Dorfner transportierte einige Male Obst. Der Obsttransport spricht für eine Herkunft aus dem heutigen Bayern. In Bayern gibt es jedoch rund ein Dutzend Orte namens H. Evtl. der OT H. von Neukirchen, da aus dieser Gegend auch andere Obstlieferungen kommen. Verbreitet ist der Name ""Dorfner"" auch in der Herrschaft Rannariedl, wo sich eine Ortsbezeichnug H. (Gemeinde: Neustift im Mühlkreis) findet. Zuständige Pfarre war Gottsdorf. In den Matriken können zahlreiche Einträge zu ""Dorfner"" gefunden werden, jedoch keine exakte Übereinstimmung für ""Matthias Dorfner"" aus H. Weitere mögliche Orte finden sich in Oberöstereich. Siehe dazu SCHIFFMANN, Ortsnamen-Lexikon, 475."
1343,"Unspezifische Ortsangabe, da H. auch für ""Hofmark"" stehen könnte. Der Ort H. (OT von Goldegg im Pongau) ist auszuschließen. Wahrscheinlich ist eine Örtlichkeit zwischen Vilshofen und Neuburg am Inn, da die einzige Person, die in den AMP unter H. genannt wird (Simon Weingartner), sonst aus diesen beiden Orten bzw. Orten in diesem Einzugsgebeit in den AMP mit identischen Gütern (Holz, Spelten etc.) kommt."
1348,"Mit großer Wahrscheinlichkeit dürfte es sich bei Hofstätt um einen Ort bei Tyrlaching handeln. Heute eine Einöde. Es gibt nur einen Eintrag - Mayr Joseph mit Pferden.
Ein weiterer Mayr Georg ist Wirt in Tyrlaching und handelt, wie auch Mayr Joseph, mit Pferden.
Ein Mayr Joseph ohne Ortsangabe, der aber auch mit Pferden handelt, lässt seine Pferde von einem Schiffmeister aus dem nahen Tittmoning transportieren. Jedoch sind alle Namen so unspezifisch, dass eine eindeutige Zuordnung nicht möglich ist.
"
861,"Kröning war ein Zentrum der Geschirrherstellung, Keramik (Hafen). Siehe dazu BÜCHNER, Wanderhändler, 217.
(im Kröning=Hüggelland zwischen Isar und Vils südöstlich von Landshut)."
13,"Hafnerzentrum. siehe Büchner, Wanderhändler, 219f. Dort auch ein Hinweis auf direkten Verkauf der Hafnerware ""ab Schiff""."
1354,"Lesung unsicher: ""Pradtmut/Pradtmub"" [?]
Geliefert werden Kohlen, also wohl der Grenzraum Bayern/Oberösterreich."
1355,"Das Schloss Mühldorf war im Besitz der Familie Peisser. Daher ist die Zuordnung sicher.
Heute OT von Feldkirchen an der Donau
https://de.wikipedia.org/wiki/Schloss_M%C3%BChldorf
Alle weiteren Personen, die unter M. laufen, wurden in den Matirken identifiziert."
732,"H. für Einträge, die sich nicht auf Schneckenlieferungen beziehen (zu den Schneckenlieferungen siehe H. [an der Leibi]). Zahlreiche Möglichkeiten, abhängig vom transportierten Gut bzw. der Person. Aktuell nicht zuordenbar die Person ""Bartholomäus Garttner"", der Hakenschalten transportiert und daher aus dem ostbayerisch-oberösterreichischen Raum stammen dürfte. Evtl. H. am Forst, OT H. von Nittenau oder OT H. von Leonding."
1356,"Für alle Einträge, die nicht zum Schneckenort Neuhausen (an der Leibi) gehören. 
Ungeklärt, etliche Möglichkeiten, aber nur ein Eintrag in den AMP, Holztransport einer Person, die sonst aus Stadtamhof/Reinhausen kommt. An der Naab gibt es nichts evtl. ein Neuhausen bei Deggendorf?"
1357,Siehe Erlach. Siehe Erasmus Räckl - wahrscheinlich in Tirol oder Bayern.
1068,"In den AMP ist nur eine Nennung zu finden, die sich auf einen ""Martin in Hueberg"" bezieht. Eine Gemeinde H. kann in Oberösterreich (und Niederösterreich) nicht nachgewiesen werden, jedoch spricht der Eintrag für eine Nähe zu Aschach. Evtl. handelt es sich nicht um einen Orts-, sondern um einen Flurnamen?"
826,"Zahlreiche Möglichkeiten - Lieferung der Kolen bzw. Eigentransport von Kohlen durch Schauer Johann machen einen Ort in Oberösterreich aber sehr, sehr wahrscheinlich.
Zu den Möglichkeiten siehe Schiffmann, 1, S. 505f."
355,"Es schient nur das Kloster Indersdorf, heute im Markt Indersdorf auf."
1358,"der Gesandte aus Lucca
-> Mit Peter klären, evtl. löschen (in der Normdatenbank bleibt es, da in Krems ein Händler aus L.).
Dann auch Region hier löschen!"
550,"Für die Herkunft diverser Personen verwendet als geografische (unspezifische) Einheit, wenn kein Ort, der einer historischen Region zuordenbar ist, angegeben wurde (""italienische Herrschaft"", aus ""Italien"").
Wenn ein Ort (Venedig, Genua, Neapel etc.) angegeben ist, dann bitte die historisch korrekten Regionen (Genua, Republik oder Neapel, Königreich etc.) als Region verwenden und nicht ""Italien""."
1359,"Lesung unsicher: ""Lsbreuß"", ""Lhbeß"" [?]
Die aus L. kommende Person scheint sonst gesichert aus Pollsberg (=Bollersberg), Hochstift Passau (Oberösterreich), bei Vichtenstein auf. Lesung ist aber zu ungenau.
Transportiert werden auch dort Kohlen (Sauwald!) Evtl. handelt es sich um eine starke Verballhornung / unleserliche Schreibung?"
1072,Scheint in den AMP - trotz der Bedeutung als Handelsort - nur im Zusammenhang mit einer Lieferung an die Franziskaner auf.
1322,Lieferung von Pflastersteinen an den dortigen Erzbischof.
1345,"Es handelt sich auch bei Kappel um Niederkappel, die meisten Personen können sehr schnell über die Pfarrmatriken gefunden werden, zahlreiche Mühlen und Müller bzw. Bäcker.
Für nicht-eindeutig identifizierbare Personen aus Kappel bitte ""Kappel"" verwenden."
1362,"Zu K. gibt es nur einen Eintrag in den AMP. Dieser bezieht sich auf die Lieferung von Rupfen durch Franz Anton Spiller. Familie Spiller ist v.a. zwischen Ottensheim und Neufelden im Mühlkreis zu finden. Ein Ort K. kann jedoch nur in Niederbayern als OT von Rattenberg nachgewiesen werden. Außerdem ist es fraglich, ob nicht auch ein Ort ""Kellberg"" (Verschreibung bzw. identischer Name?) gemeint sein könnte. SCHIFFMANN, Ortsnamen-Lexikon, 28, gibt für ""Kellberg"" einen abgekommenen Ort im Mühlkreis an, der zu Ware und Familienname passen würde. Darüber hinaus wird der Rupfen von einem Schiffführer von der Mühl transportiert, weshalb der niederbayerische Ort eher auszuschließen ist, ebenso wie der in den AMP vorkommende Ort ""Kellberg"" (OT von Thyrnau), da keine Familie Spiller in den Matriken nachgewiesen werden kann."
438,"OT von St. Aegidi; am Rande großer Waldgebiete gelegen, daher auch fast ausschließlich Holz in großen Mengen geliefert."
1363,"Das nicht identifizierte K. wird für alle Personen verwendet, die keinem näher bezeichneten Ort K. zugeordnet werden können. Zahllose Möglichkeiten - kein AUffinden der Person in den Matriken von Kirchberg ob der Donau.
Bei Jakob Ruehwolf könnte auch Kirchberg an der Iller in Frage kommen oder sogar Oberkirchberg, da er mit Schnecken kommt. Aber keine eindeutige Möglichkeit der Überprüfung."
1364,"Cave: Johann Blumauer in den AMP ist aus Blumau zwischen bei Schlierbach und Kirchdorf. NICHT Blumau bei Molln (dies wäre sein Onkel, der 1704 bereits verstorben war!) der Beitrag von Konrad Julius TRENKLER, Die Blumau, in: Die Breitenau. Mensch - Kultur - Arbeit - Natur (1996) 85-90, hier 85, ist hier zu ungenau und eher verwirrend. Die verworrene Besitzgeschichte ist nur aufzulösen über die Einträge ""Blumau"" und ""Strub"" in Schröckenfux, Geschichte der Österreichischen Sensenwerke, 167ff., 302ff."
1365,"Unbestimmtes K. für alle Personen, die noch keinem einduetigen Ort K. (an der Krems), K. (am Inn), K. (an der Iller) zugeordnet werden konnten."
145,"Unter Clossterburg scheint ein Paul Schäder, 1652, auf. Die Pfarrmatriken St. Martin in Kloburg setzen erst in den 1690ern ein - in den Matriken des Stifts scheint ein Martin Schetter um 1650 auf, weshalb man annehmen kann, dass auch Paul Schäder aus Kloburg stammen dürfte."
814,Freie Reichsstadt seit 1475.
162,"In K. verfügten die Bischöfe von Passau über ausgedehnten Weingartenbesitz.
https://www.koenigstetten.at/Unsere_Gemeinde/Wissenswertes/Geschichte"
558,"Meersburg kommt in der Quelle nicht vor. Dies ist eine Ergänzung zum Bischof von Konstanz, der nicht in Konstanz residiert, sondern seit 1527 in Meersburg. Konstanz selbst wäre Vorderösterreich."
140,Kraiburg am Inn
841,Durch den Gipsbrecher Johann Rettenbacher/Rottenbacher eindeutig zuordenbar.
765,"Aktuell kein ""Ort""=geografische Grundeinheit: Alles wurde in die historische Region verschoben.

Kontrillieren und evtl. als Ort=geographikum (nicht die hist. Region an sich!)löschen."
93,"Zu L. gibt es in den AMP nur zwei Nennungen in Zusammenhang mit der Lieferung von Spinnhaar und Schmalz. Ein aktueller Ort konnte nicht identifiziert werden. Eine Meldung im Bayer. Central-Polizei-Blatt, Nr. 8, 3. Februar 1869 , erähnt einen Ort L. Aus dem Zusammenhang ergibt sich eine Lage in der Gegend von Neumarkt-St. Veit (an der Rott). Ein Ort konnte dennoch auch in dieser Gegend und an Hand historischer Karten nicht identifiziert werden. Außerdem kommt eine weitere Person mit demselben Namen aus Regen, was nicht zu dieser Verortung passen würde. Auch entlang des Regens und im Umkreis des Ortes Regen konnte kein entsprechender Ort identfiziert werden."
1216,Scheint nur in Zusammenhang mit dem Franziskanerkloster auf.
843,"Die Identität von Särblingstein mit Sarmingstein ergibt sich eindeutig aus dem dortigen Aufschläger. In Sarmingstein befand sich ein Salz- und Weinaufschlag. Siehe Neweklowsky, Schiffahrt, Bd. 1, 426, und Bd. 3, 196. Siehe auch https://books.google.at/books?id=RywPAQAAMAAJ&pg=RA1-PA246&lpg=RA1-PA246&dq=sarmingstein+s%C3%A4rblingstein&source=bl&ots=riDWWYUyZd&sig=ACfU3U3P506gMOvi8M1BxPgp1N5PhyUuhA&hl=de&sa=X&ved=2ahUKEwjqo93T1-_rAhXNDmMBHc7aAUoQ6AEwAHoECAEQAQ#v=onepage&q=sarmingstein%20s%C3%A4rblingstein&f=false"
30,Heute zu Bayern.
896,"Die Familie Rossdorfer kann vielfach in den Matriken von St. Aegidi nachgewiesen werden unter der Ortsbezeichnung ""Lechen/Leha"" etc. So auch im Josphinischen Kataster."
45,Lembach im Mühlkreis (Rupfen und Leinen!).
1360,"Dei einzige Nennung von L. in den AMP bezieht sich auf einen Holztransport durch eine Person namens Veit Ziegler. Modernisiert könnte der Ort evtl. ""Liebegg"" heißen (Lübeck ist auszuschließen), jedoch gibt es einen solchen nur in der Schweiz, was für den Holztransport ebenfalls eher auszuschließen ist."
680,Hauptsächlich in Zusammenhang mit dem Stift.
1185,"OT von Egglham. 
Die einzige Person, die in den AMP unter L. genannt ist, scheint auch unter ""Schönerting"" und ""Vilshofen"" auf. Der Familienname (Kirchmayr/Kürmayr) wird auch als Hofstelle in L. im Historischen Atlas von Bayern unter ""Kürmayr"" geführt. Siehe dazu JUNGMANN-STADLER, Historischer Atlas, 211.
https://geschichte.digitale-sammlungen.de/hab/seite/bsb00007664_00228"
1296,"Mit großer Wahrscheinlichkeit handelt es sich bei L., das in den AMP nur ein Mal genannt wird, um eine Verschreibung von ""Lohstadt"". Auch bei den unter beiden Orten genannten Personen (Eduard Keil bzw. Eduard Krill) dürfte es sich um nur eine Person handeln."
1180,"Zahlreiche Möglichkeiten in Bayern, Ober- und Niederösterreich. Nur eine Nennung, keine Güter. "
744,"In unterschiedliche Herzogtümer (Mailand, Parma, Mantua etc.) geteilte historische Landschaft. Heute Verwaltungseinheit."
906,Kommt in Zusammenhang mit dem Tiergarten des Herzogs von Württemberg vor.
1194,"Cave - in Wikipedia fälschlicherweise zu ""Neuburg-Sulzbach"" (recte Herzogtum Pfalz-Neuburg) gerechnet."
108,"Scheint in Zusammenhang mit dem Kurfürst von Mainz auf. Dabei unterschiedliche Bewertung, ob der Ort überhaupt vorkommt!!! Mit Peter diskutieren!"
302,"Es gibt nur ein ""Malchen"": Ortsteil der Gemeinde Seeheim-Jugenheim im südhessischen Landkreis Darmstadt-Dieburg. Dieser ist bezogen auf die Lieferung von bayerischem Bier nach Ungarn aber auszuschließen.

Die unter Malchen genannte Person, Michael Rein(n)er, kann in den Familienbüchern von Malching! und den Matriken des benachbarten Ering, wohin er 1719 heiratet, nachgewiesen werden. Bei ""Malchen"" handelt es sich daher um eine Verballhorung von Malching (am Inn gelegen).
Siehe auch den Eintrag im Bemerkungsfeld von ""Michael Reiner""!"
811,Heute: Mannersdorf am Leithagebirge (eindeutig über die unbeschuhten Karmeliten identifiziert).
1252,Immer in den Registern der Matriken kontrollieren und/oder gleichzeitges Vorkommen in umliegenden Orten wie Pöchlarn oder Krummnussbaum.
348,Cave: Es gibt auch viele andere Mariazell! Für Schlecht Benedikt ist Mariazell in der Steiermark z.B. auszuschließen -> Siehe auch das unidentifizierte Maria-Zell!
1366,"Unbestimmt. Nicht alle Nennungen von ""Mariazell"" müssen sich auf den Wallfahrtsort in der Steiermark beziehen. Siehe z.B. Benedikt Schlecht."
252,"Die Herrschaft gehörte zwar dem Hochstift Passau, jedoch nur reichsmittelbar unter der Landesherrschaft der Habsburger als Landesfürsten des Landes ob der Enns: https://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur"
315,"Zwar Passauischer Besitz, aber reichsmittelbare Exklave in Oberösterreich."
1036,"Eindeutig, da es sich um die Kartause Mauerbach handelt."
289,"Die einzige Nennung von M. in den AMP bezieht sich auf einen Holztransport, durchgeführt von einer Person namens Johann Puchinger. Eine Person mit diesem Namen kommt auch aus Linz (identisch?). Nach SCHIFFMANN, Ortsnamen-Lexikon Ergbd., 324, deutet der Namensbestandteil ""Maiß"" (wohl auch ""Meiß""?) auf einen Holzschlag hin, was zum Transportgut Holz passen würde. Aber auch ein Ort Maißhaid/Maishaid/Meißheid etc. konnte nicht identifiziert werden. Ebenso gibt SCHIFFMANN, Ortsnamen-Lexikon 2, 171, eine Identität von ""Meis-"" mit ""Maus-"" für Ortsnamen an. Auch unter Maushaid/Mausheid/Mäushaid etc. konnte keine Identifizierung erfolgen."
793,"Pfarrdorf.
Siehe SCHIFFMANN, Bd. 2, 175. (=Michelnbach)"
624,Siehe die ERklärungen zu M. unter der Person Johann Michael Dötter.
897,"Im Hochmittelalter wohl ein Teil der Andechsischen Grafschaft Neuburg am Inn, in der Frühen Neuzeit aber wohl bayerisch.
Vgl. die diversen Landkarten in den Historischen Atlanten von Bayern (Landgericht Griesbach versus Grafschaft Neuburg am Inn).
https://geschichte.digitale-sammlungen.de/hab/change-resolution/bsb00007637_00317?resolution=1"
1367,"In den AMP verwendet für alle Personen, die nicht eindeutig ""Mühldorf (am Inn)"" oder ""Mühldorf (Oberösterreich)"" zugeordnet werden konnten."
1121,"Nur eine Nennung in den AMP. Es werden Personen, ohne Angabe des Zielorts, transportiert. Eine Verschreibung von ""Mähren"" scheint hingegen eher unwahrscheinlich?"
681,In jedem Fall ist in den AMP immer das Königreich und nicht die Stadt gemeint.
1034,"Die einzige Nennung von N. in den AMP steht in Zusammenhang mit grobem Dochtgarn, das auch von einer weiteren (wohl identischen) Person aus Jettingen(-Scheppach) gebracht wird. Ein passender Ort konnte im Umkreis von Jettingen-Scheppach nicht identifiziert werden."
1108,"Es handelt sich um das abgekommene Schloss der Grafen Sinzendorf (1652). Heute ""Hinterschloss""."
819,"N. gehörte zur Herrschaft Rannariedl bzw. lag im Bereich der sog. sieben künischen Dörfer und gehörte daher während der Frühen Neuzeit (bis 1765/1806) zum Land ob der Enns (Oberösterreich). Vgl. das umfangreiche Kartenmaterial und die zahlreichen Einträge in VEIT, Historischer Atlas, bes. Kartenbeilage 2. 
Da aus N. in den AMP nur eine Familie kommt (Spiller), können auch die Nennungen von ""Reichenau"" bezogen auf Spiller N. zugeordnet werden. Noch heute existiert die Gemarkung ""Spillerhäuser"" in der Gemeinde N. (Siehe: N.-Ortsteile), hervorgegangen aus dem ""Spillergut"". Siehe dazu VEIT, Historischer Atlas, 647. Haupthandelsgut der Spiller sind Glaswaren, die für die Gegend typisch sind. Die Errichtung einer Glashütte um 1600 war der Beginn der Ortsgründung von N. Siehe dazu VEIT, Historischer Atlas, 277. Der OT ""Altreichenau"" von N. ist die alte Glasmachersiedlung."
586,Kommt in Zusammenhang mit dem dortigen Franziskanerkloster in den AMP vor.
655,Mehrere Orte und unterschiedlich zu KWNB - noch trennen!!!
1131,Nitra/Slowakei
310,"Der Ort NiederaltEich, das Kloster NiederaltAich."
833,"Gehörte über die Herrschaft Wörth direkt zum Hochstift Regensburg (nicht Bayern!). Siehe DIETHARD SCHMID, Historischer Atlas von Bayern, Teil Altbayern, Heft 41: Regensburg I. Das Landgericht Stadtamhof, die Reichsherrschaften Donaustauf und Wörth (München 1976) 157-160."
1368,Dies geht aus der Lieferung von Proviantmehl aus Kelheim nach N. hervor. N am Inn und N. an der Traisen machen hierbei keinen Sinn.
1369,"Für Personen, die nicht zweifelsfrei einem der anderen Nußdorf zugordnet werden können!"
1370,"Für unklare Zuordnungen, die sich nicht auf eindeutig auf Obernberg am Inn beziehen!"
1091,"Direkt an der Donau, OT von Engelhartszell."
1351,"OT von Saal an der Donau, nahe Kelheim."
569,OT von Ichenhausen an der Günz.
1170,"In GeoNames unter ""Middle East"" codiert. Historisch auch als ""Morgenland"" bezeichnet. In Zusammenhang mit den AMP und den Handelsaktivitäten der Zweiten Orientalischen Handelskompanie am ehesten mit dem Osmanischen Reich zu identifizieren. Umfasst heute die Länder Nordafrikas, des Nahen und des Mittleren Ostens, auch dies entspricht grosso modo dem OSmansichen Reich des 17./18. Jahrhnderts."
1095,"Bezüglich der Zugehörigkeit O.s zum Territorium der Reichsstadt Ulm siehe HADRY, Historischer Atlas, 556.
O. wird in den AMP nur in Zusammenhang mit einem Schneckenhändler (""Martin Leger"") genannt. Da dieser auch unter dem benachbarten Neuhausen (an der Leibi) aufscheint, wurde O. dem OT von Neu-Ulm zugeordnet. Die Person selbst konnte nicht in den (kath.) Matriken von Burlafingen, Fenningen und Holzheim (Neuhausen) gefunden werden, aber andere Mitglieder einer Familie ""Leger"". Da es einen zweiten Ort O., der am Beginn des Lautertals gelegen auch zu einer Schneckenexportregion gehörte, ist der Ort noch nicht zweifelsfrei identifiziert, jedoch scheint O. bei Neu-Ulm sehr wahrscheinlich."
1371,"Für einige Personen scheint Ofen/Buda nicht sehr plausibel. Es gibt im hist. Bayern zahlreiche Orte namens Ofen, dazu einen in OÖ. Für die fraglichen Personen (Rottenbacher scheint z.B. auch unter ""Purgstall"" auf, Prändl kommt 1713 mit Holz) wurde daher dieses neutrale ""Ofen"" ohne Zusatz angelegt. Siehe aber auch ""Ofen (Buda)"".

Bei Eberhard, Huber, Kolnizer, Ollrang und Steinberger ist jeweils vermerkt ist, dass sie ""dahin"" unterwegs seien. Da keine Pferde angegeben sind, kann angenommen werden, dass es flussabwärts geht und daher tatsächlich Ofen (Buda) gemeint ist, jedoch wäre auch denkbar, dass sie die Transportmittel selbst flussaufwärts gezogen haben. Einige von ihnen sind stark am Inn verwurzelt. -> Biographische Studien nötig. Bis dahin: unbestimmt. "
326,Kommt in Zusammenhang mit dem Prämonstratenderkloster vor.
918,"Heute Bayern, aber schwäbischer Reichskreis."
288,"Für einige Nennungen nicht sicher zu trennen, ob (Groß) Pöchlarn oder Klein Pöchlarn. In Summe aber wohl (Groß) P."
617,"Pöndorf in Oberösterreich (Matriken: Poendorf) ist unwahrscheinlich. Die Lage weitab von einem schiff- bzw. flossbaren Fluss sowie das Fehlen der in den AMP genannten Familien in den Matriken (allerdings erst ab 1737 erhalten) sprechen dagegen.
Für P. würden vier Orte im heutigen Bayern in Frage kommen:
Am wahrscheinlichsten ist P. an der Donau (Matriken von Regensburg nicht online zugänglich), ein OT von Kirchroth.
Möglich wären auch: P. als OT von Bad Abbach und der OT von Altmannstein.
Weniger wahrscheinlich ist P. als OT von Winklarn."
1279,"""1 Graf"""
1215,Siehe die Einträge zu den jeweiligen Orten.
99,Liegt am Lech.
1328,"Lesung unsicher (Pethemöggen?), Zuordnung unklar. Transportiert wird Holz."
1069,"Zahllose Möglichkeiten in Bayern und Österreich!!!
Siehe dazu den Beitrag von Krawarik in der Zeitschrift für Bayerische Landesgeschichte 73/3 (2010).
Am wahrscheinlichsten dürfte der OT von Hartkirchen sein. Bei einer ersten Durchsicht der Matriken von Hartkirchen (bei Aschach) aber keinen Hinweis auf Rudolf Weiss gefunden, einen Wirt hat es aber in Pfaffing laut Krawarik gegeben."
1372,Gilt für die Familie Maßperger. Siehe aber auch Pfarrkirchen (im Mühlkreis).
291,"Nochmals recherchieren und mit ""Pleinting"" abstimmen.
Die Matriken von P. gehören zum Archiv des Erzbistums Regensburg. Diese sind nicht online."
807,OT von Fraham.
135,"Die einzige Nennung von P. in den AMP bezieht sich auf einen Transport von Glaswaren durch einen Christoph Högl. Da für den Ort ""Pöllwitz"" kein Hinweis auf Glasproduktion gefunden wurde und er auch weit abseits der sonst üblichen Handelsrouten liegt, ist eine Zuordnung nicht zielführend. Auch der Ort ""Polbitz"" (historisch auch ""Polwitz"") ist aus denselben Gründen unwahrscheinlich."
703,"Wird in den AMP v.a. in Zusammenhang mit dem Transport von portugiesischen Passagieren, deren Belgeitern und Bagage genannt.
Ist aber bezüglich der Personen sehr uneinheitlich gehandhabt! Das müsste man bei den Personennormdaten nochmals überdenken."
733,V.a. jüdische Händler.
764,"""Prana-"" könnt eine mundartliche Variante von ""Brenn-"" bzw. ""Prenn-"" sein. Daher evtl. ""Brennberg""? Die Lieferung von grünem Obst spricht am ehesten für den Raum Tirol-Bayern."
1001,"P. wird in den AMP nur in Zusammenhang mit der Person Georg Hilleprand genannt, der auch unter einigen anderen Ortsbezeichnungen aus dem bayerischen Raum aufscheint. Die Fahrten aus P. beinhalten v.a. eine größere Holzlieferung für (Johann Adolf?) Graf Metsch."
559,"OT von Aicha vorm Wald.
Aicha war immer bayerisch - bezüglich Preßfurt ist der historische Atlas nicht ganz eindeutig. Bei Gelegenheit nochmals recherchieren und evtl. korrigieren! (Hochstift Passau?)"
