warenId,ware,ware_quelle,kurzbeschreibung,literatur
6918,Gläser (böhmisch),böhmische gläser,,
9347,"Harras (ungemacht, Garn an Docken)",ungemacht harras gahrn an döckhen,,
6920,Getränke,trunckh - Lesung unsicher,,
6921,Besteckmesser,pstäg messer,,
6922,Sträbäume (klein),klaine strä peimbl,,
6926,Schinken (spanisch),sponische schunkhen,,
6924,Leinwand (niederländisch),niderlend. leinwath,,
6925,Drechslerholz,dräxler holz,,
6927,"Florware (mit Gold, mit Silber)",flor wahr mit gold und silber,,
6928,Naderei (niederländisch),niderland. naderey,,
6929,Bauviktualien (herrschaftlich),herrschafftl. pau-victualien,,
6931,Haubitzen (10pfündig),10pfündige haubizen,,
6932,Granaten (30pfündig),30pfündige granaten,,
6933,Käsel (Verehrungs-),verehrungs kääsl,Käse zum Verschenken.,
6934,Binderreifen (klein),"klaine binder raifl, klaine pinder raiffen",,
6935,Pallasch (gemein),gmaine pölläsch,,
6936,"Bouteillen (gläsern, leer)",lähre glöserne boutellen,,
6937,"Wein (französisch, in Bouteillen)",franz. wein in boutellen,,
6938,Grobgrün (wollen),wohlen grob grien,,
6939,Drap d'argent,drap de argent,Silbertuch,https://de.wikipedia.org/wiki/Drap_d%E2%80%99argent
6940,"Kaffee, Schwämme",caffee und schwamen,,
6941,Ware (Zürcher),zürcher wahr,,
6943,Stuzi,stuzi,,
6944,Zitronen (in Zucker),citrony in zukher,,
6946,Kinderbettzeug,kindt bettl zeug,,
6947,Halstüchel (genäht),genäte hals diechl,,
6948,Kürassierpferde,courassir pferdt,,
6949,Proviantwägen,proviant wäägen,Entweder Transportmittel oder Waage.,
6950,Bäckerwerkzeug,pökhen werkh zeugen,,
6951,Binderwerkzeug,pinder werkh zeugen,,
6952,Büchsel (Zinn),zihnern pixl,,
6953,"Kinderhauben (klein, mit Silber)",klaine kinderhauben mit silber,,
6954,Kaufmannsware,kaufmanns wohrn,,
6955,Vanillewurzen,banilln wurzn,,"Johann Jakob Marxen, Neu=viel-vermehrte und verbesserte Teutsche Material=Kammmer (N&uuml;rnberg 1709) 44f."
6956,"Knöpfe (rosshaaren), Metallknöpfe",mettall und rosshörene knöpf,,
6959,Schildkrötenarbeit,schildkrotn arb.,,
6960,Glocken,klocken,,
6961,Balsambüchsel,balsamb pixl,,
6963,Bomben (100pfündig),100pfündige pomben,,
6964,"Teppich, Zeug",tepich und zeug,,
6965,Weiberröcke (gemacht),gemachte weiber rökh,,
6966,Schleiertüchel,schlayr düechl,,
6968,Blumenbuschen,plumen buschen,,
6969,Fischleder (schwarz),schwarz fisch leeder,,
6971,Frauenhandschuhe (gemein),gmain weiber handtschuech,,
6972,"Seide (ganz), Seide (halb)",ganß et halb seidn,,
6973,Bomben (10pfündig),10 pfündige bomben,,
6974,Flaschenkeller (ungemacht),ungemachte flaschen keller,,
6975,Besteckmesser (silbern),silbers bstäg mässer,,
6976,Scheibenpulver,scheiben bulfuer,,
6977,"Rötel, Steinware",stainwahr und redl,,
6978,Juchten (schwarz),schwarze juchten,,
6979,"Steinware, Spritzen (6 Stück)","stainwahr, 6 sprizen",,
6980,"Anis, Bleiweiß, Gummi, Mandeln, Ware (gemein)","mändl, anneis, gumi bleiweiß und dergleichen gmaine wahr",,
6982,Schnallen,schnallen,,
6983,"Kruzifixe, Rahmen",crucifix und ramben,,
6984,Harras (an Camelot),horras an cameloth,,
6985,Marzemino,marcemin,Wein: Rotwein aus der Gegend um Vicenza und Padua.,https://de.wikipedia.org/wiki/Marzemino
6986,Contiti,contiti,,
6987,Polierzeug,"polwier zeug, bolwier zeug",,
6988,Musselin (weiß),weissen mousselin,,
6990,Iltisbalg,eltes pölkh,,
6991,Kugeln (24pfündig),24pfündige kugln,,
6992,Kugeln (12pfündig),12pfündige kugln,,
6993,"Carobe, Feigen, Gewandbesen, Kropfschwamm, Lorbeer, Mandeln","lorber, mandl, gwandt besen, carobe, feigen, unnd kropf schwamben",,
6994,"Carobe, Feigen, Lorbeer","feigen, lorber et carobe",,
6995,"Feigen, Reis, Weinbeeren","reiß, weinpär unnd feigen",,
6996,"Carobe, Feigen, Gewandbesen","carobe, feigen, unnd gwandtpesen",,
6997,"Carobe, Gallus, Lorbeer, Reis, Weper","weper, lorber, carobe, reiß, unnd galluß",,
6998,"Besen, Feigen, Weinbeeren","weinpär, feigen und pesen",,
6999,"Alaun, Gallus, Kropfschwamm, Mandeln","mandl, gallus allaun, unnd kropf schwamb",,
7000,"Gallus, Kropfschwamm, Lorbeer, Mandeln","lorber, gallus, mandln, unnd kropf schwamb",,
7001,Stahl (roh),rauchen stachl,,
7002,Bettel (schlecht),"schlechtes böttl, schlechtes pöttl",Kleines Bett.,
7005,"Florettband, Krämerei",crammerei und floretbder,,
7006,Kommisssäbel (gemein),gemaine comiss säbl,,
7008,"Konfektzucker, Lebzelten",lebzelten und confect zukher,,
7009,Kastanienbäume (wild),wilden kösten paumb,,
7010,Gartenobstbäume,garten obbst paumen,,
7011,Furnierholz,farnier holz,,
7012,Holzsägen,holz saagen,,
7013,Harrasware (inländisch),inlendtische harraß wahr,,
7014,"Betenware, Kinderlehrware",better- und kinder lehr wahr,,
7015,Dragonerflinten,dragonner flinten,,
7016,"Käse, Schinken",kääß und schuncken,,
7017,"Hausrat, Werkzeug",haußrath und werckzeug,,
7018,Cortnani,cortnani,"Ein Gebührenvergleich ergibt keine Übereinstimmung mit ""Corduan"".",
7022,"Carobe, Gewandbesen",carobe und gwandpeesen,,
7024,"Carobe, Weinbeeren",weinpör und carobe,,
7025,Rosinenweinbeeren,rossin weinpörl,,
7026,Reitbeschläge,reith bschlächt,,
7027,Goldbortel (Nürnberger),niernberger gold pertl,,
7028,"Bomben (12pfündig), Kugeln (12pfündig)",12pfündige pomben und kugln,,
7029,"Bomben (24pfündig), Kugeln (24pfündig)",24pfündige pomben und kugln,,
7030,"Bomben (60pfündig), Kugeln (60pfündig)",60pfündige pomben und kugl,,
7031,"Bomben (100pfündig), Kugeln (100pfündig)",100pfündige pomben und kugln,,
7032,Zillen (leer),löhre zihln,,
7033,Rehhaar,rech haar,,
7034,"Band, Leinwand, Schleier, Tischzeug","leinwath, schlayr tisch zeug unnd bandt",,
7035,Rindsschmalz,rindtschmalz,,
7036,Hausmobilien (ererbt),ererbte hauß mobilien,,
7037,Bankländel,panckh ländl,,
7038,Dachen (eisern),"eisen tachen, eisen dacher",,
7039,Kanariengesang,canari gsang,,
7040,Kommisspistolen (ordinari),ord: comiss pistollen,,
7041,"Gut (beschlagen: an Seidenware mit Gold, mit Silber)","beschl. guett in seuden wahr, mit silber et gold",,
7042,"Halbseidenzeug, Seidezeug",seuden und halb seuden zeug,,
7043,Seidendamast (holländisch),hollent: seuden dammasch,,
7044,Paket,paqet,,
7045,"Juwelen (u.a. Granaten), Sackuhr",jubellen drunder granathen und ain sackh uhr,,
7046,Uhrengläser,vhr glösser,,
7047,"Hufeisen, Schiennägel","hueff eisen und schinnegl, schinnögl und hueffeisen",,
7048,Sperlstöcke,spärl stöckh,,
7049,"Dragée, Kaffee, Zucker","caffe, droghee und zukher",,
7050,Jägereisachen,jägerey sachen,,
7052,Zuckerkonfekt,zuckher confect,,
7053,Magenzucker,magen zuckh.,,
7054,"Bäume, Früchte",paumb et fricht,,
7055,Pillerl,"pillerl, billerl",,
7056,Wehrgehänge (ledern),löderne wöhrgehöng,Lederner Gürtel zum Tragen einer Waffe.,
7058,Pfennig (Nürnberger),niernberger pfenig,,
7059,Querin,querin,,
7060,Strohkörbel,strokherbl,,
7062,Platte,blatten,,
7063,"Obst (gedörrt, schlecht)",schlechts gedörts obbst,,
7064,"Glas, Schwammen",glas und schwam,,
7066,Hauben (bestickt mit Gold und Silber),haben mit gold unnd silber gestickht,,
7067,Materialien (gemein),gem. materialien,,
7069,Wein (Verehrungs-),verehr wein,,
7070,"Brein, Grieß, Mehl","gries, mell, und brein",,
7071,Halbsohlenleder,halbe solleder,,
7072,Erdschwämme,erd schwamen,,
7073,Wagenschienen,wagn schin,Eine Art Eisen,
7074,"Tuch (gemein, mährisch)",gmain märisch tuech,,
7075,Lothlarinöl,lotlerin öhl,,
7076,"Baye (gemein), Tuch (gemein)",gmain tuech und boy,,
7077,"Krämerei, Ware (gemein)",crammerei und gmaine wahr,,
7079,"Ganzpfundleder, Juchtenleder","pfundt= und juchten leeder, pfundt unnd juchten leeder, juchten und pfundt leeder",,
7080,"Käppel (grün), Zwirn",zwierm unnd grienne käpl,,
7081,Eisenware (grob),grobe eisen wahr,,
7082,Krämerei (an Strümpfen),crammerei in strimpfen,,
7083,Eisengeschmeide (grob),grob eisen gschmeidt,,
7084,Tortenpfanne,dorten pfan,,
7085,Ware (alt),alte wahr,,
7086,Strickdraht,strickh trad,,
7087,Glasscheiben (durchsichtig),durchsichtige glaßscheiben,,
7088,Hauszeug,hauß zeug,,
7089,"Bücher, Medikamente",büecher und medicamente,,
7090,"Kleiderware (golden), Kleiderware (silbern)",gold unnd silber klaiderwahr,,
7091,"Lazeroli, Öl",lazaroli und öhl,,
7092,"Seife, Weißzeug",saiffen und weisszeug,,
7096,Montur (ksl.),kay. mundur,,
7097,Passionspredigt,bassion predig,,
7098,Küchenzucker,kuchlzuckher,,
7099,Tabakpfeifen (holländisch),hollent. towakh pfeiffen,,
7100,Handschuhe (bestickt),gestickhte handtschuech,,
7101,Ängl (gemacht),gemachte ängl,Wahrscheinlich Eisenware,
7102,"Kandel (golden, mit Bechern)",goldene kandl und böcher,,
7103,Absätze (hölzern),hilzene absäz,,
7104,Sergette,serget,"Stoff. Schmale, wollene Serge, auch ""tuchartiges Droguet"". Siehe Georgette - wahrscheinlich identisch.","Heiden, Handw&ouml;rterbuch der Textilkunde, 479."
7105,Pfeffermühlen,pfeffermihlen,,
7106,"Baumöl, Gangfischel",paumöehl unnd wenig ganngfisch,,
7107,Griffstahl,grüffstachl,,
7108,Kinderwiege (mit Damast bezogen),kintswiegen mit damast überzogen,,
7109,Plindten,plindten,,
7110,Stubenuhr (Messing),messingene stuben uhrn,,
7111,"Dragée, Prisil",prisill und draghee,,
7112,Bändel (steirer),steyer bändl,,
7113,Degengefäß (eisern),eisern degengefäss,,
8208,Häute (deutsch),teutsche heith,Cave: Verwechslungsgefahr zwischen Haut und Hut: heith und hiedt!,
7114,Seidenband (mit Gold),seuden banndt mit gold,,
7115,"Öl (riechend), Wasser (riechend)",riech. wesser und öehl,,
7116,Sommerstoff,sommer staff,,
7118,Druckerfarbe (schwarz),schwarz truckher farb,,
7119,"Holzware, Ware (geistlich)",geistl. und holzwahren,,
7120,"Hausrat (alt, geerbt)",ererbten alten hausrath,,
7656,Rauchholz,rauchßholz,"Unklar, ob damit ""Rauschholz"" oder ""Rauchholz"" gemeint ist. Rauchholz: ""ein noch, mit seinem Lasub und seinen Blättern versehenes, auf dem Stamme stehendes Holz"".","Christian Friedrich Germershausen, Reallexicon (...), Bd. 4 (Leipzig 1799) 176, ""Rauchholz""."
7122,"Tabak, Zucker",zuckher und towakh,,
7123,Kastanien (gemein),gmaine kossten,,
7124,Scheiter (hart),harte scheider,,
7125,Tresse (Kupfer),kupfer dressen,,
7126,Apfelbäumel,öpflpeumbl,,
7127,"Holzware, Papierware",papier: unnd holzwahr,,
7128,"Ratin, Tuch",tuech und rattin,,
7129,"Uhrwerke (eisern, Messing)",uhrwerckh von mössing und eisen,,
7130,"Bücher, Mobilien (andere), Schwimmerl (4 neu)",bücher und andere mobilien nebst 4 neuen schwimerln,,
7131,"Flor, Stickerei",flor und stickherei,,
7133,Aqua Regina,aqua regina,"Wohlriechendes Wasser: ""aqua odorifera della Regina d'Ungheria"" oder ""aqua Regina aromatizzata"", ""aqua regina Hungariae"".",
7134,Stäbe,stäb,,
7135,Weberzeug (einfach),ainfache wöber zeug,,
7136,Tabakbüchsel (gemein),gmaine towackh pixl,,
7137,Silberware (getrieben),getrib. silber wahr,,
7138,Fischleder,fischlöder,,
7140,"Carobe, Kropfschwamm",carobe und kropfschwamen,,
7141,Flöten (hölzern),hülzen flöten,,
7142,Belave,belave,,
7143,"Lebkuchen, Schokolade",lebkuechen und chocolate,,
7144,"Ablasspfennige, Kreuzel (Messing), Paternosterware","paternoster wahr messing creuzl, unnd ablaß pfennig",,
7146,Tee (Schweizer),schweinzer thee,,
7147,Kattunleinwand (gedruckt),getruckhte caton leinwath,,
7148,Leinenatlas,leinen atlas,,
7149,Maultrommeln,maul drumbl,Musikinstrument,
7150,Terzenhäute (aus Pfundleder),terzen heuth aus pfund leder,,
7151,Juchtenhäutel,juchten heutl,,
7152,"Pfeffer (gemein, türkisch)",gmain dürckhischen pfeffer,,
7153,Sachen (alt),alten sachen,,
7154,Perücken (schlecht),schlechte paruquen,,
7156,Rockknöpfe (silbern),silbern rockknöpf,,
7157,Leibstück,leibstukh,,
7158,Groditor,"groditor, cronditor, crouditor, grotetour, crodetor",Stoffware,
7159,Männerkleid (aus Groditor),mansklaid von groditor,,
7160,Unterröcke (aus Taffet mit Seide),tafferte underrökh von seiden gestükht,,
7161,Messing (roh),rauchen messing,,
7162,"Schmer, Speck",spöckh et schmer,,
7163,"Krämereiware, Zinnware",zihn= unnd cramerei wahr,,
7164,Geschirr (Frankfurter),franckhfuerter gschier,,
7165,Flettenwerkel (klein),khlaine flettenwerckhl,Flötenwerke für Orgeln [?],
7167,Schäffel (steinern),stainenen schäffl,,
7168,"Steine (ausgemacht, klein)",außgemachte staindl,,
7169,"Harrasware, Krämereiware",cramerei= unnd harras wahr,,
7171,Weiberhauben,weiber hauben,,
7172,"Kupfer (ausgeschlagen), Rosettenplatten",rosetten platten und außgeschlagenes kupfer,,
7173,"Flintenläufe, Pistolenläufe",pistolln: und flintenleuffe,,
7174,Erdenkiel,erden kiehl,,
7176,Malernierschl,mahler nieschl,"Evtl. auch ""mahler muschel"" [?], ""mahler meschl"".",
7177,Steinkreide (grob),grobe stain kreuden,,
7178,Rahmen (Messing),mössingene rammen,,
7179,"Anis, Süßholz",anneis und siessholz,,
7181,Bögen (gedruckt),getruckhte pög.,,
7182,Spannwachs,spannwax,"Evtl. Verschreibung von ""spanisches Wachs"" [?]",
7184,Wagensohleisen,wangsoll eisen,,
7185,"Laden, Latten, Schwartling","allerhandt läden, schwärdling und latten",,
7186,Dachshäutel,dächsheitl,,
7187,Pittling (roh),rauche pittling,,
7188,Bossierbilder,passierte bilder,,
7189,Model (hölzern),hilzern modl,,
7190,Steinbockfelle (roh),rauche stainpoge schaffehl,,
7191,Stäbe (hölzern),hilzen stäb,,
7192,Stücke (ausgemacht),außgemachte stuckh,,
9353,"Granaten, Kugeln",kugl unnd granathen,,
7194,Rupfenware (grob),grobe rupffen wahr,,
7195,Rosszeug,roßzeug,,
7196,Biertreber,"pier dröber, püer tröbern",,
7197,"Granaten, Kugeln (steinern)",underschiedliche st: kugl unnd granathen,,
7198,"Handwerksware, Krämereiware",handtwerchs= und crammerei wahr,,
7200,Silber (fabriziert),fabricert silber,,
7202,Schleierleinwand,schlair leinwath,,
7203,Rockknöpfe (aus Gold),rockh knöpf an gold,,
7204,Kamisolknöpfe (aus Gold),kamisoll knöpf an gold,,
7205,Früchte (halbverfault),halb verfaulte fricht,,
7206,Schafswolldecken,schaff wohlen deckhen,,
7207,Wein (Lorenzer),lorenzer wein,Wein aus San Lorenzo delle/alle Grotte (Italien) oder aus Saint-Laurent-Médoc oder Weinsorte St. Laurent.,
7208,Samenfrüchte,sämb fricht,,
7209,"Messer, Nägel",nögl und mösser,,
7893,Fuchsware,fux:waar,,
7218,Vieh,viech,,
7219,Ländel (hart),harte ländl,,
7220,Laden (dick),dickhe laden,,
7221,"Bücher, Kalbfelle",büecher und kalbfehl,,
7223,"Schnupftabak, Schokolade",chiocolate und schnupf tawackh,,
7224,Tabak (gemein),gmain tawackh,,
7225,Superregalpapier,super regall,,
7226,Schreibpapier (gemein),gmain schreib papier,,
7227,Wiltmannpapier,wiltman papier,,
7228,Silberware (neu),neue silber wahr,,
7229,Damenten,damenten,,
7230,Gläser (mit Wein gefüllt),glässer so mit wein gefilt,,
7231,"Krämerei, Zeugmuster",zeug muster und crammerei,,
7232,Flötenspiel,"fletten spill, flautn spill",,
7233,"Ratin (holländisch), Tuch (holländisch)",hollent: tuech und rattin,,
7234,Plättel,pletl,Wasserfahrzeug.,
7235,Seife (gemein),gmain saiffen,,
7236,Sachen (ksl.),kayl sachen,,
7238,Kuhblädel,kie blädl,,
7239,Haiden (roh),rauchen haiden,,
7240,Hain,hain,"Wahrscheinlich ""Haiden"", ""Haidenprein""",https://de.wikipedia.org/wiki/Hainbuche
7241,Leinwand (gebraucht),gebrauchten lein=gwandt,,
7242,Küchengeschirr (alt),altes kuchl gschier,,
7243,Schreinerladen (lang),lange schr: laden,,
7245,Futterzeug (aus Wolle),wohlen fuetter zeug,,
7246,Öl (in Flaschen),öhl in flaschen,,
7247,"Besen, Schachteln",pösen und schachtln,,
7248,"Ländel (hart), Latten",harte ländl et latten,,
7249,Gärtnereisachen,görtherey sachen,,
9169,Meersalz,merr salz,,
9170,"Degenkuppel (mit Silber), Handschuhe",handschuech und degen kupln mit silber ausgenäht,,
7251,Gut (geschlagen),geschlagen guett,,
9274,Büchel (median),biechl median,Evtl. Bücher im Median-Format; oder Medianpapier.,
7253,Konfektbilder,confect bilder,,
7254,Garn (roh),roches gahrn,,
7255,"Fließpapier, Regalpapier",regal- unnd fliesspapier,,
7256,Gipsarbeit,gibbs arbeith,,
7257,"Schreibtaferl (steinern), Tischplättel (steinern)","stainen tisch blädl unnd schreib däfferl, stainerne dischblätl und schreib täferl",,
7258,Schnürriemen,schnier riemb,,
7259,Lehnsessel (groß),grosse lain sessl,,
7260,"Seife, Tabak",saiffen und tawackh,,
7261,"Anis, Fenchel",anneiß und fenchl,,
7262,"Halbbleiknöpfe, Zinnknöpfe",zin= und halb pleien knöpf,,
7263,Strümpfe (Basler),basler strimpf,,
7264,Bier (gemein),gmain pier,,
7266,Bilder (geistlich),geist. bilder,,
7596,Messer (hölzern),hilzerne messer,,
7268,Maischepoding,maisch botting,,
7269,"Vitriol (genetzt, verdorben)",verdorbnen und genezten victriol,,
7270,Seidenware (schadhaft),seiden wahr schaden gelithen,,
7271,Halbseide (schadhaft),halbseiden schaden gelithen,,
7272,Pfannenlaffel (eisern),eisenen pfannen laffel,,
7273,Öfen (aus Metall),metallenen ofen,,
7274,Schlittengeschirr,schlitten gschier,,
7275,Halbharraszeug,halb harras zeug,,
7276,Schaumünzen,"schau münz, schau minzen",,
7277,"Baye, Futterzeug (wollen)",wohlen fueder zeug und bay,,
7278,Hennen (alt),alte hennen,,
7279,Kühe (jung),jungs küe viech,,
7280,Holz (allerhand),allerhandt holz,,
7281,Hendl (jung),junge hendl,,
7282,"Essensware, Wasser (riechend)",essende wahr und riechente wasser,,
7283,Reifel,"raiffl, raifl",,
7284,Marktgut (übriggeblieben),"übergeblibens marckht gueth, zurukh gehentes markht guett",,
7285,Konfektkörbe,confect körbe,,
7286,Seidenhalstücher (mit Silber),seudenhalstiecher mit silber vermengt,,
7287,"Glas (geschnitten), Kreide",kreuden und geschnidtne glaß,,
7288,"Messingware, Papierware",papier: unnd mässing wahr,,
7289,"Drappi, Seide",seiden und dropi,,
7290,Seehäutel,see heuthl,Evtl. Seehundhäutel,
7291,Früchte (genetzt),genözte fricht,,
7292,Reis (verdorben),verdorbnen reiß,,
7293,Rad (zum Silberspinnen),radt zum silber spinnen,,
7294,Harras (roh),harraß roh,,
7295,"Stroh, Ware (geistlich)",stroo und geistl. waar,,
7296,"Schreibtaferl, Steinware",schreib dafferl und stain wahr,,
7297,Futterbarchent (gemein),gmain fueder barchet,,
7298,Schreinerladen (gemein),gmaine schr: latten,,
7299,"Gips, Kugeln (steinern)",stainen kugl und gibbs,,
7300,"Eisenware, Rauchtabak",eisen wahr unnd rauch tawackh,,
7301,"Haar, Wolle",wohl unnd haar,,
7302,Partisanen,partisan,Hellebarden,http://fwb-online.de/go/partisane.s.1f_1668651990
7303,Holz (weich),waiches holz,,
7304,Gut (beschlagen: an Schaumünzen),besch: guett an schau minzen,,
7305,Ländel,"ländl, landl",,
7306,Kuhbein (schlecht),schlechte kiepainer,,
7307,Wolle (gefärbt),gefärbte wohl,,
7308,"Karabinerschlösser, Pistolenschlösser",carbiener und pistollen schlösser,,
7309,Schlafröcke (seiden),seidene schlaffrökh,,
7310,Scheiter (aus Buche),buechene scheider,,
7311,Scheiter (weich),waiche scheider,,
7312,"Krüge (beschlagen), Krüge (unbeschlagen)",beschlagen unnd unbeschlagen krieg,,
7313,Harrasware (ausgemacht),außgemachte harraß wahr,,
7314,"Anis, Bleiweiß, Mandeln, Prisil","bleiweiß, anneiß mandl prisil und dergleichen",,
7315,Käse (klein),klaine kääßl,,
7316,Lanzen,lanzen,,
7317,Hüte (deutsch),deutsche hiedt,"Lesung unsicher. Evtl. ""deutsche heidt"" (deutsche Häute)",
7318,"Lammfelle (gearbeitet), Schaffelle (gearbeitet)",gear: schaff= unnd lampfehl,,
7319,Filzloden,filz loden,,
7320,Saiten (verdorben),verdorbnen saithen,,
7321,"Farbe (blau, gemein)",plaue gmaine farb,,
7322,"Harrasware, Hüte (gemein)",harraß wahr unnd gmaine hieth,,
7323,Juchten (grob),grobe juchten,,
7324,"Harrasgarn, Harrasgarn (ausgemacht), Krämerei","harraß gahrn, außgemacht harraß gahrn, unnd crammerei",,
7325,"Garn (gemein, türkisch), Wolldecken",wohlen deckhen unnd gmain dierkhisch gahrn,,
7326,"Kleider (alt), Ware (schlecht)",alte khlaider und dergleichen schlechte wahr,,
7327,Farbleinwand (grob),grobe farb leinwathen,,
7328,"Carobe, Mandeln, Seife, Veilchenwurzen","mandl, carobe, veigl wuerzn unnd saiffen",,
7329,"Gallus, Mandeln, Veilchenwurzeln","galluß, veigl wuerzen unnd mandl",,
7330,"Feigen, Lorbeer",feigen unnd lorber,,
7331,"Gewandbesen, Schwämme",gwandtpesen und schwamb,,
7332,"Dachel, Pfeifen (erden)",erden pfeiffen und dachl,,
7333,Teller (Zinn),zihnen däller,,
7335,Kerzennadeln,körzen nadl,,
7336,"Leinwand, Zwirn",zwiermb und leinwath,,
7337,Ware (übergeblieben),überblibnen wahr,,
7338,Sommerstrümpfe,sommer strimpf,,
7339,Papier (türkisch),türckhisch papier,,
7340,Harrasware (aus Wolle),wohlen harraß wahr,,
7341,"Gut (beschlagen: an Goldware), Gut (beschlagen: an Silberware)",beschl guett an gold unnd silber wahr,,
7342,Gut (beschlagen: an Seide),beschl guett an seuden,,
7344,Artilleriepferde,artolleriae pferd,,
7345,Galmei (zur Probe),gallmei auf die brob,,
7346,Handtücher,handttiecher,,
7347,"Kamelwolle, Lammwolle","camel, und lamblwohl",,
7348,"Socken, Tuch (gemein)",gmain tuech unnd sockhen,,
7349,Bilder (bunt),bundt bilder,,
7350,"Krämerei (gemein), Socken","sockhen, unnd andere gmaine crammerei",,
7351,"Socken (böhmisch), Tuch (böhmisch)",bömisch tuech und deto sockhen,,
7352,"Socken, Tuch (mährisch)",marisch tuech unnd sockhen,,
7353,Gut (beschlagen: an Silbermünzen),beschl: guett an silber münzen,,
7354,"Kleider, Perückenhaar",khleider und paruckhen haar,,
7355,Rossarznei,ross arzenei,,
7356,"Öl, Kirschengeist (in Bouteillen)",öhl und kerschengeist in boutellien,,
7357,Scheiben (durchsichtig),durchsichtige scheiben,,
7718,Weinflaschen (leer),lährn weinflaschn,,
7359,Leinwand (ungebleicht),ungeblaichte leinwath,"In den Quellen in Ulm auch als ""rohe"" Leinwand bezeichnet.",
7360,"Gut (zurückgehend), Kattun, Leinwand",zuruckhgehenten guett warunder leinwath= unnd caton,,
7361,"Kochet, Küchengeschirr",kochet und kuchl gschier,,
7362,"Steinöl, Ware (geistlich)",geistliche wahr unnd stainöhl,,
7363,"Beten, Rahmen",petter unnd rämbl,,
7364,"Barchent, Baumwolle",paumwohl und barchet,,
7365,Ofenfarbe (schwarz),schwarz ofenfarb,,
7366,Silberware (gemein),gem. silberwahr,,
7367,Futterale (leer),löhre fuedrall,,
7368,Halbharrasware,halbharraswahr,,
7369,Ballracket,palraget,Tennis- bzw. Federballschläger.,
7370,Lorquet,"lorquet, larquet [?]","Evtl. ""Lorgnette"" (Opernglas).",
7371,Passamani,"basaman, passamoni, pasamoni","Evtl. Passament (Borten, Tressenarbeit, Goldstickerei).",
7372,Statuen (aus Stein),stainerne statuen,,
7373,Flintenstein (französisch),franzosch flinten stain,,
7374,Baumwollware (gedruckt),getruckht pwohlwahr,,
7375,Baye (Toten-),tothen boy,"""Tothen"" evtl. Verschreibung von ""roten""?",
7376,Windbüchsen,windt pixen,,
7377,Zischen,zischen,,
7378,Weinstecken (präpariert),praeparirte weinst.,,
9301,Käsel,käsl,,
7380,Küchensalz,kuchl salz,,
7381,Steinfarbe,stainfarb,,
7382,"Harraszeug, Krämerei",harr: zeug unnd cramerey,,
7383,"Farbware, Federweiß, Weinstein","farb waar, federweiß, weinstain",,
7384,"Futterbarchent, Kattun",catton und fueder barchet,,
7394,"Goldposamente, Silberposamente",gold und silber posamenten,"Posamente ist eine Sammelbezeichnung für schmückende Geflechte (Zierbänder, gewebte Borten, Fransenborten, Kordeln, Litzen, Quasten, Volants, Spitzen aller Art, überzogene Knöpfe etc.). ","Wikipedia: &quot;<a href=""https://de.wikipedia.org/wiki/Posament"" target=""_blank"">Posament</a>&quot;<br />"
7395,"Spitze (mit Gold, mit Silber)",gold und silber spiz,,
7396,Tuchscheren (ungemacht),ungemachte tuech scheren,,
7397,Lesesachen,löß sachen,,
7399,"Holzware, Teekräuter",holzwahr und thee krautter,,
7400,Gut (beschlagen: mit Feingold besponnen),beschl: guett an fein golt gespunen,,
7401,Futterzeug,fueder zeug,,
7402,Senfblätter,senff bletter,,
7403,Häutel (klein),klaine heitl,,
7404,Seidenborten (rot),rothe seihtlporthen,,
7405,Proviantrechnungen,proviant rechnungen,,
7406,Magazinsrechnungen,magazins rechnungen,,
7407,Halbwollware,halbwohlnwahr,,
7408,Tinktursolari,tinctur solari,,
7409,Zugehör,zuegehör,,
7410,"Bagage, Bücher",buecher und pagage,,
7411,Kuttenband,kutten bandt,,
7412,"Eisen, Messing",eisen und messing,,
7413,Bürstenhölzer,pierstenhölzer,,
7414,Obst (verdorben),verdorbnes obbst,,
7415,Galmei (gemein),gmaine gallmei,,
7416,Steine (gemacht),gemachte stain,,
7417,Fantage,fantage,,
7418,Present,present,,
7419,"Carobe, Gallus, Seife, Weberrohr","saiffn, gallus, weber rohr und carobe",,
7420,Schaumünzen (silbern),silberne schau münzn,,
7421,"Hacken, Ruder",häkhen und rueder,,
7422,"Reitpferde, Zugpferde",zug und reithpferdt,,
7423,Hakenpulver,hakhen pulfer,Schießpulver für die Hakenbüchse (Muskete),
7424,Föhrenholzstämme,fehrene stämb holtz,,
7425,"Spelten, Zaunholz",spelten und zaun holz,,
7426,"Obst (bayerisch, gedörrt)",bayrisches gedörtes obbst,,
7427,Nespeln (eingemacht),aingemachten nespelln,,
7428,Bierfässel (neu),neue pier väsl,,
7816,Blei (vergossen),vergossenes bley,,
7431,Patronentaschen,patrontaschen,,
7432,Unterröcke (mit Seide bestickt),weiber unterrokh mit seiden gestikht,,
7433,Gewand (alt),,,
7434,Norken (rot),rothe norkhen,,
7435,"Kalbleder, Rosshäute",rossheit und kalb leeder,,
7438,Pressgrant (eichen),aichen press grandt,,
7440,"Färberkraut, Leimleder",färber krauth und leimbleeder,,https://www.lederzentrum.de/wiki/index.php/Leimleder
7442,Brettspiel (Silber),silbern brettspill,,
7443,"Laden (aus Lärche), Latten (aus Lärche)",lärchenpaumen laden und latten,,
7445,Hüte (aus Wurzen),hüeth von wurzen,,
