personenId,bemerkung
34913,"In der Quelle nicht als jüdisch bezeichnet. Schlesinger kam wahrscheinlich aus dem sächsischen Schönheide oder Umgebung. Dies würde zu seiner Handelsware der ""Annaberger Spitze"" passen. Im 19. Jh. war in Schönheide eine Stick- und Spitzenmanufaktur namens ""C. A. Schlesinger"" ansässig. Ebenso eine Firma ""Adam Aschatz & Sohn"" (siehe in der DB ""Aschaz""). Die Personen namens Schlesinger, die mit ""Annaberger/Amberger Spitze"" auf der Donau handelten, waren wahrscheinlich keine Juden. Siehe George Sauer, Handbook of European Commerce. What to buy and where to buy it (...) (London 1876) 233."
1222,"In der Quelle nicht als jüdisch bezeichnet. Schlesinger kam wahrscheinlich aus dem sächsischen Schönheide oder Umgebung. Dies würde zu seiner Handelsware der ""Annaberger Spitze"" passen. Im 19. Jh. war in Schönheide eine Stick- und Spitzenmanufaktur namens ""C. A. Schlesinger"" ansässig. Ebenso eine Firma ""Adam Aschatz & Sohn"" (siehe in der DB ""Aschaz""). Die Personen namens Schlesinger, die mit ""Annaberger/Amberger Spitze"" auf der Donau handelten, waren wahrscheinlich keine Juden. Siehe George Sauer, Handbook of European Commerce. What to buy and where to buy it (...) (London 1876) 233."
22846,"In der Quelle nicht als jüdisch bezeichnet. Schlesinger kam wahrscheinlich aus dem sächsischen Schönheide oder Umgebung. Dies würde zu seiner Handelsware der ""Annaberger Spitze"" passen. Im 19. Jh. war in Schönheide eine Stick- und Spitzenmanufaktur namens ""C. A. Schlesinger"" ansässig. Ebenso eine Firma ""Adam Aschatz & Sohn"" (siehe in der DB ""Aschaz""). Die Personen namens Schlesinger, die mit ""Annaberger/Amberger Spitze"" auf der Donau handelten, waren wahrscheinlich keine Juden. Siehe George Sauer, Handbook of European Commerce. What to buy and where to buy it (...) (London 1876) 233."
32949,"Viktor Kurrein, Die Juden in Linz (13. bis 18. Jahrh.). In: Die Juden in Linz. Festschrift anlässlich des fünfzigjährigen Bestandes des Linzer Tempels 27. Ijar 5637–24. Ijar 5687, hg. von der Jüdischen Kultusgemeinde in Linz (Linz 1927), S. 5-36, hier 34 (Marko Jerusalem)."
12325,"Isaak und Isaak Nathan A. sind ident. Siehe Wachstein, Inschriften 2, Nr. 863, S. 289-296."
20079,"Simon b. Abraham U. ist der Sohn Abraham Ullmanns/Ulmos. Siehe Wachstein, Inschriften 2, Nr. 738, S.91-93, hier 93."
17768,"Sohn von Lazarus Hirschel (gest. 1710!) und Bruder von Marx Lazarus Hirschel. Grunwald, Oppenheimer, 273."
29232,"Sohn von Lazarus Hirschel (gest. 1710!) und Bruder von Mayr Lazarus Hirschel. Grunwald, Oppenheimer, 273."
14973,"In den Matriken von Kirchdorf im Wald (""Raindorf"") keinen Hinweis auf eine Familie Häckl gefunden."
21570,"In der Gemeinde Reichling gibt es bis heute einen Ortsteil (Einöde) namens ""Hirschau"":
https://de.wikipedia.org/wiki/Hirschau_(Reichling)"
1035,"Bei ""Perndl"" ist nicht ganz sicher, ob es sich um ""Regen"" oder nicht doch auch um ""Regensburg"" handelt."
39752,"Evtl. könnte es sich bei ""Haall"" um eine Verschreibung handeln. Sonst kommt ein A.H. aus Haarschedl und Neuburg am Inn."
587,"Alternativer Vorname: Kilian. Zur Identität von Herculiano und Kilian siehe Merkantilprotokoll, fol. 6r."
33882,"Baldauf liefert ""bayerisches"" Bier donauabwärts."
28256,"Stammte aus Ried, wird dort auch als Kaufmann geführt, war aber eben auch Hofkammerrat in Wien:
https://books.google.at/books?id=8aAuAAAAYAAJ&pg=PA372&dq=Hillebrandt+Ried&hl=de&sa=X&ved=2ahUKEwiitdqX1IfwAhXhgP0HHX9bB8MQ6AEwAXoECAIQAg#v=onepage&q=Hillebrandt%20Ried&f=false

Wohl identisch mit ""Peter Hillebrandt"" (Ried) aus den KWNB!

Zu ""von Prandau"" geadelt: https://www.archivinformationssystem.at/detail.aspx?ID=2379540"
39104,Die Herrschaft Riedau gehörte ab 1630 zum Besitzkomplex der Salaburg: https://de.wikipedia.org/wiki/Schloss_Riedau
28244,"Zahlreiche Einträge zu einem ""Christoph Koch"" in den Matriken von ""Rennertshofen"" (Pflaz-Neuburg) gefunden. Identisch? Siehe z.B. Taufe eines Kindes 1717: https://data.matricula-online.eu/de/deutschland/augsburg/rennertshofen-bei-neuburg/3-THS/?pg=108
Jedoch wird dieser Koch als ""vitrearius"" (Glasmacher) bezeichnet."
20238,"Th.H. transportiert ""schwäbische"" Leute nach Ungarn. Es gibt eine Vielzahl von Orten ""Rohr"" in Bayern und Schwaben. Auszuschließen sind daher nur die Rohr-Orte in Österreich."
30256,"Zahlreiche Einträge in den Matriken von Rohrbach im Mühlkreis, u.a. https://data.matricula-online.eu/de/oesterreich/oberoesterreich/rohrbach-im-muehlkreis/101%252F01c/?pg=12
Dort (allerdings bereis 1708) als Bürger und Bäcker bezeichnet."
4033,"In den Matriken von Rohrbach wird die Familie ""Grambsreither"" geschrieben.
"
6827,"In den Matriken von Rohrbach wird die Familie ""Grambsreither"" geschrieben."
12758,"In den Matriken von Rohrbach wird die Familie ""Grambsreither"" geschrieben."
31642,"In den Matriken von Rohrbach wird die Familie ""Grambsreither"" geschrieben."
29218,"In den Matriken von Rohrbach zahlreiche Einträge zu einer Familie ""Schaumer"".
Siehe auch die Namen: ""Schaumayr"" und ""Schaumäzl"" aus Rohrbach, die alle zu ""Schaumer"" gehören dürften."
4601,"In den Matriken von Rohrbach zahlreiche Einträge zu einer Familie ""Schaumer"".
Siehe auch die Namen: ""Schaubner"" und ""Schaumäzl"" aus Rohrbach, die alle zu ""Schaumer"" gehören könnten.
Ein ""Georg Schaumer"" ist bereits in der Datenbank und sicherlich identisch mit diesem."
10542,"In den Matriken von Rohrbach zahlreiche Einträge zu einer Familie ""Schaumer"".
Siehe auch die Namen: ""Schaumayr"" und ""Schabner"" aus Rohrbach, die alle zu ""Schaumer"" gehören dürften."
26732,"In den Matriken von Rohrbach zahlreiche Einträge zu einer Familie ""Schaumer"".
Siehe auch die Namen: ""Schaumayr"", ""Schaubner"" und ""Schaumäzl"" aus Rohrbach, die alle zu ""Schaumer"" gehören könnten."
16783,"In der Matrikenführung von Roitham(am Traunfall) ist ein deutlicher Handwechsel zwischen August und September 1724 feststellbar: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/roitham/101%252F01/?pg=13
Die Pfarre Roitham wurde von 1220 bis 1832 von Geistlichen des Augustiner Chorherrenstiftes St. Nikola in Passau betreut."
34858,"Eindeutig R. zuzuordnen, trotz der Nennung auf einem Ulmer Schiff mit Schnecken. Siehe ie MAtriken von Rörnbach, getauft am 4. Februar 1708: https://data.matricula-online.eu/de/deutschland/passau/roehrnbach/002/?pg=313"
28835,"In den AMP ist zwar ""Rohrbach"" vermerkt, es handel sich aber eindeutig um Röhrnbach im Hochstift Passau. Matthias Gebhard ist der Vater von Reichard Gebhard. Er war Bürger und Leinenweber in Röhrnbach. Dies geht eindeutig aus dem Eintrag zur Taufe Reichards hervor: https://data.matricula-online.eu/de/deutschland/passau/roehrnbach/002/?pg=313
Gebhard sind ausgesprochen zahlreich in Röhrnbach anzutreffen. In den Matriken von Rohrbach im Mühlkreis gibt es keinerlei Hinweis auf eine Familie Gebhard."
35670,"Sein Epithaph beschrieben unter https://diglib.tugraz.at/download.php?id=5225c54e37060&location=browse
Begraben in Hollenburg, gestorben am 22.01.1730, im 60. Lebensjahr.

Zum Adelsprädikat und der Verbindung zu geistlichen Insitutionen siehe: https://www.archivinformationssystem.at/detail.aspx?ID=2722978

""Rosenegg"" ist hier als Teil des Adelsprädikats zu sehen und nicht als Ortsangabe. Siehe zu den ""Stiehler v. Rosenegg"" u.a. auch: http://www.burgen-austria.com/archive.php?id=1544"
31767,"Der Transport des Branntweins für ""Stiller"" gleicht dem Transport des Weins für ""Stiehler von Rosenegg"". Evtl. sind die Personen identisch. "
39444,"Dieser Schopper ist mur 1711 aktiv. Daher wohl eher doch nicht identisch mit dem B.Sch. aus München, da dieser erst in den 1730er Jahren vorkommt."
7432,"Die Ortsangabe ""Salzbach"" dürfte eine Verschreibung der Mautschreiber sein. J.E. kommt (mit gleichen Gütern = Holz), 22 Mal aus ""Sandbach"" und ein einziges Mal aus Salzbach!"
28414,Eine Familie Fingerlos existiert bis heute in Salzburg - siehe die Konditorei Fingerlos: https://cafe-fingerlos.at/
18730,A.H. scheint auch in den KWNB auf.
1670,"Ein Hinweis auf eine Familie ""Scheucher"" in bzw. in der Nähe von Salzmann und dem Salzmanngut bei:
Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969) 260f."
2437,"Ein Hinweis auf eine Familie ""Scheucher"" in bzw. in der Nähe von Salzmann und dem Salzmanngut bei:
Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969) 260f."
5106,"Ein Hinweis auf eine Familie ""Scheucher"" in bzw. in der Nähe von Salzmann und dem Salzmanngut bei:
Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969) 260f."
5664,"Ein Hinweis auf eine Familie ""Scheucher"" in bzw. in der Nähe von Salzmann und dem Salzmanngut bei:
Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969) 260f."
8900,"Der ""Schauer Balsam"" wurde in Augsburg hergestellt und vertrieben.
Zu Johann Kaspar Schauer (Vater von K.Sch. oder identisch?) siehe u.a. A.W. GRUBE, Geographische Charakterbilder [...] Theil 3 (Leipzig 1855) 270, https://books.google.at/books?id=9i9R2XwQMkEC&pg=PA270&dq=Schauer+balsam+augsburg&hl=de&sa=X&ved=2ahUKEwiL4e3W1dDwAhVPhv0HHWajAAgQ6AEwAnoECAYQAg#v=onepage&q=Schauer%20balsam%20augsburg&f=false"
632,"Der ""Schauer Balsam"" wurde in Augsburg hergestellt und vertrieben.
Zu J.K.Sch. siehe u.a. A.W. GRUBE, Geographische Charakterbilder [...] Theil 3 (Leipzig 1855) 270, https://books.google.at/books?id=9i9R2XwQMkEC&pg=PA270&dq=Schauer+balsam+augsburg&hl=de&sa=X&ved=2ahUKEwiL4e3W1dDwAhVPhv0HHWajAAgQ6AEwAnoECAYQAg#v=onepage&q=Schauer%20balsam%20augsburg&f=false"
12288,"Der ""Schauer Balsam"" wurde in Augsburg hergestellt und vertrieben.
Zu Johann Kaspar Schauer (Vater von Th.K.Sch.?) siehe u.a. A.W. GRUBE, Geographische Charakterbilder [...] Theil 3 (Leipzig 1855) 270, https://books.google.at/books?id=9i9R2XwQMkEC&pg=PA270&dq=Schauer+balsam+augsburg&hl=de&sa=X&ved=2ahUKEwiL4e3W1dDwAhVPhv0HHWajAAgQ6AEwAnoECAYQAg#v=onepage&q=Schauer%20balsam%20augsburg&f=false"
22655,"Der ""Schauer Balsam"" wurde in Augsburg hergestellt und vertrieben.
Zu Johann Kaspar Schauer (Vater von P.J.Sch.) siehe u.a. A.W. GRUBE, Geographische Charakterbilder [...] Theil 3 (Leipzig 1855) 270, https://books.google.at/books?id=9i9R2XwQMkEC&pg=PA270&dq=Schauer+balsam+augsburg&hl=de&sa=X&ved=2ahUKEwiL4e3W1dDwAhVPhv0HHWajAAgQ6AEwAnoECAYQAg#v=onepage&q=Schauer%20balsam%20augsburg&f=false"
12040,"Der ""Schauer Balsam"" wurde in Augsburg hergestellt und vertrieben.
Zu Johann Kaspar Schauer (Vater von P.J.Sch.?) siehe u.a. A.W. GRUBE, Geographische Charakterbilder [...] Theil 3 (Leipzig 1855) 270, https://books.google.at/books?id=9i9R2XwQMkEC&pg=PA270&dq=Schauer+balsam+augsburg&hl=de&sa=X&ved=2ahUKEwiL4e3W1dDwAhVPhv0HHWajAAgQ6AEwAnoECAYQAg#v=onepage&q=Schauer%20balsam%20augsburg&f=false"
23047,"Der ""Schauer Balsam"" wurde in Augsburg hergestellt und vertrieben.
Zu Johann Kaspar Schauer (Vater von J.Sch.?) siehe u.a. A.W. GRUBE, Geographische Charakterbilder [...] Theil 3 (Leipzig 1855) 270, https://books.google.at/books?id=9i9R2XwQMkEC&pg=PA270&dq=Schauer+balsam+augsburg&hl=de&sa=X&ved=2ahUKEwiL4e3W1dDwAhVPhv0HHWajAAgQ6AEwAnoECAYQAg#v=onepage&q=Schauer%20balsam%20augsburg&f=false"
958,"Der ""Schauer Balsam"" wurde in Augsburg hergestellt und vertrieben.
Zu Johann Kaspar Schauer (Vater von J.G.Sch.?) siehe u.a. A.W. GRUBE, Geographische Charakterbilder [...] Theil 3 (Leipzig 1855) 270, https://books.google.at/books?id=9i9R2XwQMkEC&pg=PA270&dq=Schauer+balsam+augsburg&hl=de&sa=X&ved=2ahUKEwiL4e3W1dDwAhVPhv0HHWajAAgQ6AEwAnoECAYQAg#v=onepage&q=Schauer%20balsam%20augsburg&f=false"
2008,"Der ""Schauer Balsam"" wurde in Augsburg hergestellt und vertrieben.
Zu Johann Kaspar Schauer (Vater von M.Sch.?) siehe u.a. A.W. GRUBE, Geographische Charakterbilder [...] Theil 3 (Leipzig 1855) 270, https://books.google.at/books?id=9i9R2XwQMkEC&pg=PA270&dq=Schauer+balsam+augsburg&hl=de&sa=X&ved=2ahUKEwiL4e3W1dDwAhVPhv0HHWajAAgQ6AEwAnoECAYQAg#v=onepage&q=Schauer%20balsam%20augsburg&f=false"
26167,"Matriken von Eferding, z.B. Taufe seines Sohnes Michael (""Astner"") 27. September 1700: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F05/?pg=221
Zahlreiche weitere Einträge!"
14261,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding als ""am Schaden"" wohnhaft nachweisbar. Z.B. Taufe seines Sohnes Philipp am 1. Mai 1704: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F05/?pg=258"
26285,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding als auf einem zu Schaden gehörenden Gut wohnhaft nachweisbar. Z.B. Taufe seines Sohnes Paul am 25. Jänner 1708: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F06/?pg=3
(Woylechnergut?), im Register aber mit ""von Schaden"" aufgelöst: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/103%252F01/?pg=4


"
15925,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding eine Familie Amässer als ""am Schaden"" wohnhaft nachweisbar ist. Z.B. im Taufregister https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/103%252F01/?pg=4"
981,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding eine Familie Peissl in Schaden nachweisbar ist und die Orte Inn und von der Au benachbart liegen. "
35715,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding eine Familie Pitterleitner in Schaden nachweisbar ist und die Orte Eferding und von der Au benachbart liegen. "
16273,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding als z.B. im benachbarten Wörth nachweisbar. Z.B. Taufe seines Sohnes Paul am 12. Jänner 1737: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F07/?pg=107
Dort als Beruf auch ""Schiffer"" angegeben!
"
16225,"Quelle Herkunft ""Scharn"", dennoch Schaden, da gleichzeitiges Vorkommen des Namens ""Fritz"" unter Schaden, d.h. Scharn ist identisch mit Schaden. Siehe auch die zahlreichen Nennungen unter Eferding."
5695,"Herkunftsbezeichnung sowohl ""Scharn"" als auch ""Schaden"". Normiert auf Schaden. Siehe auch die Nennungen aus dem nahen Eferding und von der Bschauerin.
"
549,"Herkunft Quelle ""Scharn"", aber Gra(b)mer sind am Schaden in den Matriken von Eferding nachweisbar, außerdem liegen auch alle anderen Orte: von der Au, Eferding, von der Bschauerin in direkter Nähe zu Schaden. Scharn ist daher mit Schaden gleichzusetzen."
28227,"Herkunftsbezeichnung sowohl ""Scharn"" als auch ""Schaden"". Normiert auf Schaden. Siehe auch die Nennungen aus dem nahen Eferding."
31501,"Herkunftsbezeichnung Quelle ""Scharn"". Normiert auf Schaden. Siehe auch die Nennungen aus dem nahen ""von der Au"".
J.H. kann in den Matriken von Eferding nachgewiesen werden unter der Ortsangabe ""am Schaden"". Z.B. 20. September 1710 anlässlich der Taufe seiner Tochter Katharina: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F06/?pg=25"
11546,"Herkunftsbezeichnung ""Scharn"". Normiert auf Schaden. Siehe auch die Nennungen aus dem nahen von der Au. "
1016,"Herkunft Quelle: Scharn. Harrer können in den Matriken von Eferding am/von Schaden nachgewiesen werden, daher zu Schaden normiert."
20353,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding als am Schaden wohnhaft nachweisbar. Z.B. Taufe seines Sohnes Bartholomäus am 23. August 1725: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F06/?pg=215"
33521,"Herkunft Quelle ""Scharn"", aber Kremer sind am/von Schaden in den Matriken von Eferding nachweisbar. Scharn ist daher mit Schaden gleichzusetzen."
9133,"Herkunft Quelle ""Scharn"", aber Niedermayr sind am/von Schaden in den Matriken von Eferding nachweisbar, außerdem liegen auch alle anderen Orte: von der Au und Lanstatt in direkter Nähe zu Schaden. Scharn ist daher mit Schaden gleichzusetzen."
38403,"Th.N. ist eindeutig in den Matriken von Eferdng nachweisbar. Z.B. anlässlich der Taufe seiner Tochter Eva am 24. Dezember 1705: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F05/?pg=272
Ort: ""Laistatt"" - im Regsiter als ""Lainstadt"" bezeichnet - als Lanstatt auch in der Literatur gefunden; Register:
https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/103%252F01/?pg=190 "
15926,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding als im Schaden wohnhaft nachweisbar. Z.B. Taufe seiner Tochter Katharina am 25. November 1725: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F06/?pg=218"
1695,"Herkunft Quelle ""Scharn"", aber Steiglechner sind in den Matriken von Eferding zahlreich nachweisbar, außerdem liegen auch alle anderen Orte: Eferding, von der Bschauerin in direkter Nähe zu Schaden. Scharn ist daher mit Schaden gleichzusetzen."
2778,"Herkunft Quelle ""Scharn"", aber Steindberger sind in den Matriken von Eferding zahlreich nachweisbar, außerdem liegen auch alle anderen Orte: Wörth, von der Au, von der Schauering in direkter Nähe zu Schaden. Scharn ist daher mit Schaden gleichzusetzen."
19865,"Herkunft Quelle ""Scharn"", aber Schiffermayr sind am Schaden in den Matriken von Eferding nachweisbar. Scharn ist daher mit Schaden gleichzusetzen."
30003,"Quelle Herkunft ""Scharn"", aber eindeutig ""Schaden"", da in den Matriken von Eferding unter am Schaden nachweisbar. Z.B. Taufe seines Sohnes Michael am 18. August 1706: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F05/?pg=278
"
34324,"Weilinger (""Waillinger"") können zumindest für Eferding in den Matriken nachgewiesen werden. Daher Scharn=Schaden."
6743,"Es konnte zumindest ein Hinweis auf eine Familie ""Balehner"" in den Matriken von Eferding gefunden werden. Siehe den Eintrag zur Taufe von Jakob Wismayr, am 21. Juni 1719: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/101%252F06/?pg=132
Dahe auch hier Scharn=Schaden."
12606,"Herkunft Quelle ""Scharn"". Zahlreiche Einträge zur Familie Auinger in den Matriken von Eferding. Daher auch hier Scharn=Schaden."
12633,"Herkunft Quelle: ""Scharn"". Wickmayer konnte nach den Registern von Eferding als einziger Name unter ""Scharn/Schaden"" nicht eindeutig gefunden werden. Jedoch ist die Identität von Scharn und Schaden durch alle anderen Personen, die unter Scharn genannt sind, hinreichend belegt, um auch hier den Ort Schaden zu verwenden. Außerdem wurden nur die Taufbücher durchgesehen und der Name bietet sich für zahllose Schreibvarianten an. Bei einer neuerlichen Durchsicht der Matriken von Eferding könnte der Name durchaus auch noch gefunden werden."
3633,"Edmund FRIESS–Karl GROSSMANN, Ein steirischer Sensenhammer im oberen Murtale in der ersten Hälfte des 18. Jahrhunderts, in: Zeitschrift des Historischen Vereines für Steiermark 19 (1924) 126–139, bes. 134, 138."
20304,"Es ist sehr unwahrscheinlich, dass es sich hierbei um nur eine Person handelt. Das zu bunte Güterspektrum spricht eindeutig dagegen!

Je nach Ware und Transporteur müsste er m.E. auf unterschiedliche Personen aufgeteilt werden!"
655,"S.K. scheint in den Matriken von Heining auf, direkt unter Heining und weiteren Orten rechts der Donau. Z.B: bei der Taufe seiner Tochter Eva am 15. Dezember 1760: https://data.matricula-online.eu/de/deutschland/passau/passau-heining/002/?pg=51
Hochzeit (als Witwer) 1728: https://data.matricula-online.eu/de/deutschland/passau/passau-heining/007/?pg=53
Dort Ortsbezeichnung ""Oberer Wörth"" und Beruf ""nauta""."
21449,"Wibmer/Wimmer ist ein überaus häufiger Name in den Matriken von Heining:
1) Entweder identisch mit: ""Philipp Wimmer"", getauft am 28. April 1699: https://data.matricula-online.eu/de/deutschland/passau/passau-heining/002/?pg=6 Da die Ortsangabe dort ""Enterschalding"" ist, wäre von Schlading links der Donau auszugehen. 

2) Zahlreiche Einträge zu einem frühern Ph. W. unter Orten rechts der Donau, z.B. anlässlich der Hochzeit seiner Tochter Anna 1733 mit Martin Huber (auch in den AMP zu finden): https://data.matricula-online.eu/de/deutschland/passau/passau-heining/007/?pg=61
Eigene Hochzeit am 27. September 1700 (ORtsbezeichnung Einöd): https://data.matricula-online.eu/de/deutschland/passau/passau-heining/007/?pg=4

Es ist die Person 2 wahrscheinlicher, daher auch hier Schalding (rechts der Donau)."
1054,"Heiratet 1733 Anna Wimmer, Tochter des Philipp Wimmer (siehe dort): https://data.matricula-online.eu/de/deutschland/passau/passau-heining/007/?pg=61
1740 heiratet er neuerlich: https://data.matricula-online.eu/de/deutschland/passau/passau-heining/007/?pg=72
Dort unter Wörth geführt - siehe Register: https://data.matricula-online.eu/de/deutschland/passau/passau-heining/018/?pg=55"
29759,"S.K. scheint in den Matriken von Heining auf, direkt unter Heining und weiteren Orten rechts der Donau. Z.B: bei der Taufe seiner Tochter Eva am 15. Dezember 1760: https://data.matricula-online.eu/de/deutschland/passau/passau-heining/002/?pg=51
Hochzeit (als Witwer) 1728: https://data.matricula-online.eu/de/deutschland/passau/passau-heining/007/?pg=53
Dort Ortsbezeichnung ""Oberer Wörth"" und Beruf ""nauta""."
15507,"Heiratet z.B: 1709 (Ort ""Schalding""): https://data.matricula-online.eu/de/deutschland/passau/passau-heining/007/?pg=18"
6768,"In den Matriken von Schenkenfelden kann nur die Familie eines Tobias Resch nachgewiesen werden. Dieser stammte aus dem nahen Leopoldschlag und hatte einen Bruder mit dem Namen Georg, eigentlich wohnhaft am Aufenthaltsort der gemeinsamen Eltern in Mardetschlag, OT von Leopoldschlag. Einen anderen plausieblen Ort ""Schenkenfelden""/""Schenkerfelden"" gibt es nicht.
Zur Geburt von G.R. in Mardetschlag/Lopoldschlag 1701 siehe: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/leopoldschlag/103%252F01/?pg=168
Zur Geburt dessen Bruders Tobias 1694, der nach Schenkenfelden heiratet, siehe: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/leopoldschlag/103%252F01/?pg=167"
20935,"Die ehemalige Glashütte des Klosters Schlägl (1719-1749/50) lag auf dem Ortsgebiet von Schwarzenberg.
Isfried PICHLER, Stift Schlägl, in: Jahrbuch des Oberösterreichischen Musealvereins 126/II (1981) 163-166, hier 163f."
22459,"Die ehemalige Glashütte des Klosters Schlägl (1719-1749/50) lag auf dem Ortsgebiet von Schwarzenberg.
Isfried PICHLER, Stift Schlägl, in: Jahrbuch des Oberösterreichischen Musealvereins 126/II (1981) 163-166, hier 163f.
J.O. war Verwalter der Glashütte. Siehe PICHLER, Schlägl, 163f."
11785,"Die ehemalige Glashütte des Klosters Schlägl (1719-1749/50) lag auf dem Ortsgebiet von Schwarzenberg.
Isfried PICHLER, Stift Schlägl, in: Jahrbuch des Oberösterreichischen Musealvereins 126/II (1981) 163-166, hier 163f."
1791,"Evtl. könnten die Mautschreiber hier den Familiennamen ""Gräpaur"" vergessen haben!"
20217,Es dürfte sich um Johann Georg Adam von Hoheneck handeln: https://de.wikipedia.org/wiki/Johann_Georg_Adam_von_Hoheneck
12866,"Kann in den Matriken von Grafenau nachgewiesen werden, z.B. anlässlich der Taufe seines Sohnes Johannes am 4. Mai 1722. Dort als ""inquilinus"" (Inwohner) bezeichnet: https://data.matricula-online.eu/de/deutschland/passau/grafenau/003_01/?pg=118"
1639,"Achtung: Z. T. muss es sich bei den Lieferungen unter Andre Castelmur bereits um die von Daniel und Gaudenz Castelmur(o) fortgesetzte Firma gleichen Namens handeln. Diese bestand mindestens seit 1725 (siehe Merkantilprotokoll, fol. 168r)"
21822,"Familie Hilz gehörte zu den bedeutendsten Glasmacherfamilien im Bayerischen Wald. Sie stammte aus Schönau (im Bayerischen Wald)=Altschönau, wo ein Zacharias Hilz Glasmachermeister war und 1695 die bekannte Riedlhütte in St. Oswald kaufte. Die Riedlhütte war bis 2009 in Betrieb.
www.sankt-oswald-riedlhuette.com/gemeinde/chronik.html
"
20542,"Familie Hilz gehörte zu den bedeutendsten Glasmacherfamilien im Bayerischen Wald. Sie stammte aus Schönau (im Bayerischen Wald)=Altschönau, wo ein Zacharias Hilz Glasmachermeister war und 1695 die bekannte Riedlhütte in St. Oswald kaufte. Die Riedlhütte war bis 2009 in Betrieb.
www.sankt-oswald-riedlhuette.com/gemeinde/chronik.html
Zahlreiche Einträge zu Familie Hilz den dem Pfarrmatriken von Grafenau.
Z.B. https://data.matricula-online.eu/de/deutschland/passau/grafenau/011/?pg=20"
8222,"Nachname (AMP: Schauduckh) hier nach den Matriken von Heining normiert.
Siehe den ausführlichen Eintrag zu G.Sch. in Schönau (Heining/Passau?)."
