ladungId,bemerkung
145984,"Zuordnung der Person unklar. Quelle: ""dan nach Linz und Welß""."
145994,Gebühr berechnet.
146032,"Nachname Quelle: ""Schnitter""."
146092,"Nachname Quelle: ""Gallberg""."
146095,"Quelle: ""Kinner et compag."""
255951,"Quelle: ""Küner et compag.""."
146192,"Nachname Quelle: ""Friesl""."
146289,"Vorname Quelle: ""Glanei"" [?]. Nachname Quelle: ""Stolzl""."
72058,"Nachname Quelle: ""Gerbl""."
146420,"Nachname Quelle: ""Gerani"""
195807,"Die bereits donauabwärts vermautete Ware ging zurück, weshalb nur die Hälfte der Mautgebühr fällig war."
114699,"Nachname Quelle: ""Störl""."
114700,"Nachname Quelle: ""Störl""."
146521,"Nachname Quelle: ""Dellisia""."
146527,"Nachname Quelle: ""Kidinger""."
146734,"Nachname Quelle: ""Stacherlin""."
237252,"Nachname Quelle: ""Mäkhl""."
157783,Die Herkunft Sautner aus Passau ist mit Sicherheit falsch. Richtig: Braunau.
146869,"Nachname Quelle: ""Suussi""."
19109,"Nachname Quelle: ""Pechtler""."
71730,"Nachname Quelle: ""Lochner""."
147046,Empfänger Quelle: Oberstfaktoramt Schwaz.
147255,"Nachname Quelle: ""Äugerll""."
146297,"Nachname Quelle: ""Hölzl""."
146377,"Nachname Quelle: ""Höltl""."
147323,Gebühren z. T. berechnet.
147370,"Nachname Quelle: ""v. Reppenburg""."
53809,"Nachname Quelle: ""Zebenburg""."
101328,"Nachname Quelle: ""Alberth""."
233007,"Nachname Quelle: ""Alberin""."
147911,"Nachname Quelle: ""Schenio""."
147974,"Person Quelle: ""Piere et Comte""."
147975,"Person Quelle: ""Piere et Comte""."
148390,"Menge unsicher. Evtl. ""Schock""."
148432,"Nachname Quelle: ""Tribiz""."
148438,"Transportgut unsicher. Evtl. Verschreibung von ""Bockhaar""."
264105,Am Linzer Markt gekaufte Hausnotdurften.
148770,"Nachname Quelle: ""Gailler""."
148826,"Nachname Quelle: ""Dessemor""."
149254,Zuordnung der Person unsicher. Evtl. gehörte der Wein dem kurböhmischen Prinzipalgesandten von Khevenhüller.
148742,Zur Bezahlung der Mautgebühr siehe [pag.] 463.
264107,Zuordnung der Person unsicher. Evtl. gehörte der Wein dem Freiherrn von Clam.
149909,"Nachname Quelle: ""Knabitz""."
150003,Zuordnung der Person unsicher. Evtl. gehörte der Wein dem Hof- und Feldkriegssekretär von Zenegg.
150037,"Nachname Quelle: ""Sageder""."
150123,"Nachname Quelle: ""Rosiva""."
264111,Weitertransport von Regensburg nach Köln.
150331,"7 Stückfass Mosler Wein, 6 Stückfass Rheinwein."
153780,"Personenbezeichnung Quelle: ""Johann Christian und Haller""."
264114,Die beiden Wasserfahrzeuge gingen in den Verkauf.
154914,"Nachname Quelle: ""Pecherstorfer""."
155319,Gebühr berechnet.
155331,Gebühr berechnet.
155340,Gebühr berechnet.
156315,"Nachname Quelle: ""Hauner""."
156337,"Transportgut Quelle: ""hohrngeschier""."
156506,Gebinde: 4 Kisten.
90597,"Nachname Quelle: ""Borri""."
156833,Lesung der Menge unsicher.
157105,"Firmenname Quelle: ""Veigt et Tarquet""."
157490,"Nachname Quelle: ""Petliner""."
158471,"Nachname Quelle: ""Gäller""."
158472,"Nachname Quelle: ""Gäller""."
264120,Dem hochfürstl. Passauischen Wein-Hohenau entgegen.
158674,Gebühr berechnet.
158746,"Nachname Quelle: ""Schweyer""."
159225,"Nachname Quelle: ""Heldtstainer""."
159252,Wein der heurigen Lese in Nieerösterreich.
159298,Wein von der heurigen Lese in Niederösterreich.
159606,Wein der heurigen Lese in Niederösterreich.
159607,Wein aus der heurigen Lese in Niederösterreich.
159765,"Quelle: ""Nach Pracht und Beestötten""."
159839,Gebühr berechnet.
159838,Gebühr berechnet.
264125,"Quelle: ""oliven""."
160329,"Nachname Quelle: ""Veschlein""."
160389,Wert der Schweine: 1 1/2 fl. pro Tier.
160870,"Quelle: ""zur alhießigen herrschaffts vasan gartten plankhen""."
264146,Transport von Altenhof nach Linz.
178169,Transport über Wien nach Raab in Ungarn.
180983,Zum Verkauf in Linz.
180993,"Nachname Quelle: ""Schöttron""."
188384,Der Passbrief umfasste insgesamt 600 Mut.
188387,"Quelle: ""25 centen platten kupfer pr. 12 ct.""."
65761,"Nachname Quelle: ""Fulenschreckh""."
65762,"Nachname Quelle: ""Fulenschreckh""."
193551,"Transportgut Quelle: ""Rämel""."
193852,Weitertransport ins Heilige Römische Reich. Der Passbrief umfasste insgesamt 300 Zentner Kupfer.
201896,"Quelle: Transport nach Wien und weiter nach Ennsdorf. Evtl. Zielort Wien falsch, richtig evtl. Linz."
194370,Die Bilder gingen zurück.
194675,Der Passbrief umfasste insgesamt je 200 Mut Weizen und Korn.
200479,"Nachname Quelle: ""Mäzinger""."
195711,"Nachname Quelle: ""Schrödell""."
195809,"Die bereits donauabwärts vermautete Ware ging zurück, weshalb nur die Hälfte der Mautgebühr fällig war."
196440,Zum Färben nach Aschach.
196485,In der Quelle nicht als Domherr bezeichnet.
198080,Der Passbrief belief sich auf insgesamt 600 Mut Weizen und Korn.
264255,"Nachname Quelle: ""Weillenpökh""."
199224,Die Gesamtgebühr beträgt 2 fl. 28 d. Diese Gebühr entspricht nicht einer rechnerisch zu ermittelnden Summe.
199409,"Quelle: ""N. sengsen et compag.""."
200288,"Nachname Quelle: ""v. Wilburgshaußen""."
200897,Der Passbrief umfasste insgesamt 300 Zentner. Weitertransport von Regensburg nach Ulm.
201101,"Einheit ""Zentner"" ergänzt."
203121,Wein der vorjährigen Lese in Niederösterreich.
203122,Wein der vorjährigen Lese in Niederösterreich.
203559,"Flöße ""leer an Bauholz""."
205356,"Nachname Quelle: ""Kandler""."
205486,Gesamtmaut des Kupfers 1 fl. 4 d. Teilgebühren nicht berechenbar. Rechnerisch betrug die Maut für 10 Zentner 2 fl. Maut.
205595,"Transportgut Quelle: ""consituren""."
205624,"Transportgut Quelle: ""sindtes bandl""."
188697,"Nachname Quelle: ""Schütter""."
206262,"Empfänger Quelle: ""churfürstl. hofstatts notturfft"". Gemeint ist der Hofstaat des bayerischen Kurfürsten, da 1739 ein habsburgisch-wittelsbachisches Familientreffen in Melk stattfand."
206263,Lieferung vom Kloster Niederaltaich.
264314,Lieferung vom Kloster Niederaltaich.
208329,"Empfänger Quelle: ""dem löbl. stüfft und frauen closter Seittenstötten in Unterösterreich""."
209647,Gewicht des Frauenrocks: 3 1/2 Pfund.
209701,Quelle: Empfänger nur als Passauer Domherr bezeichnet.
210109,"Nachname Quelle: ""Haunßperger""."
105990,"""St. Veit"" ergänzt."
107073,"""St. Veit"" ergänzt."
121455,"""St. Veit"" ergänzt."
210225,Die Lieferung ging evtl. an den Graf Fieger. Siehe vorigen Eintrag.
142825,"Nachname Quelle: ""Huppenberger""."
210437,"Einheit ""Zentner"" ergänzt."
211187,"Nachname Quelle: ""Wezenhofer""."
264362,"Nachname Quelle: ""Penzl""."
211267,"Nachname Quelle: ""Penzl""."
213370,Waren für den Linzer Bartholomäimarkt.
213823,"Nachname Quelle: ""Birschl""."
214750,Wert der Blasrohre: 6 Gulden.
215105,"Nachname Quelle: ""Buard""."
216592,Wert der Kästen: 20 Gulden.
220389,"Transportgut Quelle: ""silber fähn""."
220418,"Die Ware ging (offenbar vom Linzer Markt) zurück, weshalb nur die Hälfte der Gebühr fällig war."
220421,"Die Ware ging (offenbar vom Linzer Markt) zurück, weshalb nur die Hälfte der Gebühr fällig war."
220470,"Die Ware ging (vom Linzer Markt) zurück, weshalb nur die Hälfte der Gebühr fällig war."
264401,"Nachname Quelle: ""Schudhueber"" [?]"
264402,"Nachname Quelle: ""Schudhueber"" [?]"
222677,"Nachname Quelle: ""Görman""."
222693,"Nachname Quelle: ""Playmauer""."
224101,"Empfänger Quelle: ""Reittenstötten in Unteroesterreich""."
225172,"Nachname Quelle: ""Luegerin""."
227583,"Nachname Quelle: ""Prukhner""."
228036,Weitertransport von Ulm nach Alt-Breisach.
231994,Gewicht der Kupferplatte: 40 Pfund.
233246,"Einheit ""Zentner"" ergänzt."
234272,Das Getreide stammte aus Landhaag.
236495,Quelle: Keine Herkuntsangabe.
237304,"Nachname Quelle: ""Gußety""."
238307,Gebühr berechnet. Gesamtgebühr inkl. der Weinfuhr für das Hochstift Passau: 2 fl. 3 ß 22 d.
241097,Weitertransport nach Ungarn.
241266,"Wurzen: Einheit ""Zentner"" ergänzt."
242078,"Quelle: ""Alkofer et Drecher""."
242889,"Nachname Quelle: ""Schranzer""."
201727,Die Gebühr stimmt nicht mit der Gütermenge überein. Entweder 2 Tonnen zu 1 ß 18 d. oder 1 Tonne zu 24 d. Die Quelle lässt beide Interpretationen zu.
174463,"Nachname Quelle: ""Graf""."
185342,Für die ksl. Kavallerie.
185971,Transport von Altenhofen nach Linz.
19916,"Quelle: ""von Eschen""."
187859,Gebühr berechnet.
190303,"Nachname Quelle: ""Scheuer""."
193857,"Nachname Quelle: ""Paullier""."
193880,"Nachname Quelle: ""Perttonner""."
194305,Gebühr berechnet.
194687,"Quelle: ""Sohn Miret""."
195423,"Familienname Quelle: ""Resch""."
196094,"Einheit ""Zentner"" ergänzt."
235393,"Quelle: ""Rothgelb et comp.""."
255538,"Nachname Quelle: ""Forster""."
176540,"Nachname Quelle: ""Forstner""."
242040,"Nachname Quelle: ""Forster""."
196203,"Nachname Quelle: ""Höldtl""."
197459,Von der Herrschaft Altenhof nach Linz.
197850,Weitertransport von Wien nach Ungarn zur ksl. Armee.
198360,"Nachname Quelle: ""Schweyer""."
198658,Weitertransport von Krems nach Freudenthal.
198659,Weitertransport nach Freudenthal.
199034,"Transportgut Quelle: ""drukher formb"".
"
75474,"Nachname Quelle: ""Haßler""."
231569,"Folge des Blitzschlages und daraus resultierenden Brandes in Waizenkirchen, bei dem die Kirche, der Pfarrhof und mehrer Bürgerhäuser abbrannten."
231955,"Die Ware ging zurück, weshalb nur die Hälfte der Gebühr fällig war."
234779,"Gebühr ""Wachs (weiß)"" berechnet."
235565,Für die heurige Lese.
236022,"Nachname Quelle: ""Berming""."
236023,"Nachname Quelle: ""Berming""."
236338,"Herkunft Quelle: ""Sernpach""."
238834,"Einheit ""Zentner"" ergänzt. Rechnerisch betrug die Mautgebühr für diese Menge an Unschlittkerzen 18 d."
239498,"Nachname Quelle: ""Götzer""."
239946,"Firmenbezeichnung Quelle: ""Hagger und Preindl""."
242241,Der Passbrief umfasste insgesamt 100 Mut Weizen.
241391,"Nachname Quelle: ""Bennetuni""."
241681,Wein der heurigen Lese.
241833,Wein von der diesjährigen Lese in Niederösterreich.
241840,Zur Schifffahrtsnotdurft.
241841,Zur Schifffahrtsnotdurft.
243192,"Nachname Quelle: ""Bekh""."
213049,Gebühr z. T. berechnet.
213156,"Der Passbrief umfasste insgesamt 2000 Flinten samt Schlösser und 2000 Kürass, die der Freiherr von Altensteig an die Zeughäuser in Linz oder Wien liefern sollte."
213206,"Lesung Nachname unsicher: ""Duly"", ""Quly"" [?]"
213246,Gebühr berechnet. Vom ksl. Münzamt nach Regensburg.
213311,Der Passbrief umfasste insgesamt 2450 Zentner Bomben und 1880 Zentner Stückkugeln.
213399,"Nachname Quelle: ""Rendorffer""."
213422,Der Passbrief umfasste insgesamt 2000 Zentner Blei. Transport aus dem Heiligen Römischen Reich.
213610,"Nachname Quelle: ""Gress""."
213624,Zur Reparatur der St. Johannes-Kirche in Aschach.
213629,"Nachname Quelle: ""Leindl""."
213727,"Nachname Quelle: ""Carsheimer"" [?]"
213735,"Einheit ""Pfund"" bei Silberware ergänzt."
213742,Der Passbrief umfasste insgesamt 1000 Kürass.
167410,"Nachname Quelle: ""Resch""."
214126,"Quelle: ""reth so guett""."
214290,"Nachname Quelle: ""Albertä""."
215999,Transport über Regensburg nach Holland. Der Passbrief umfasste insgesamt 250 Lägel Quecksilber. Geschäft auf eigene Spesen des Kaisers.
216399,"Empfängerin der Ladung evtl. die Stadt Wels. Quelle: ""führt zur gmainer statt nach Wels"". Gebühr z. T. berechnet."
216461,Der Passbrief umfasste jeweils 1000 Stück.
216705,"Nachname Quelle: ""Pfüzner""."
216722,"Nachname Quelle: ""Schürkofer""."
217191,Gebühr z. T. ergänzt.
217900,Wein der vorjährigen Lese in Niederösterreich.
217902,Der Passbrief umfasste insgesamt 2000 Zentner Blei.
27227,"Nachname Quelle: ""Fechtl""."
217917,"Nachname Quelle: ""Rany""."
218000,Der Passbrief umfasste insgesamt 600 Eimer Bier.
218110,Gebühr z. T. unlesbar.
219292,Der Passbrief umfasste insgesamt 1000 Ruderbäumen und 1000 Hakenschalten.
219316,Die Lieferung erfolgte evtl. durch Emanuel Oppenheimer. Der Passbrief umfasste insgesamt 1000 Zentner Pulver.
219317,Die Lieferung erfolgte evtl. durch Emanuel Oppenheimer. Der Passbrief umfasste insgesamt 2300 Zentner Blei.
219376,Vom Herrschaftskasten Aschach in das General Harrach'sche Haus in Linz.
219459,Geschmeide: Entweder Menge oder Gebühr in der Quelle falsch angegeben.
219795,In den herrschftlichen Hofkasten.
219876,Jährliches Deputat.
219887,Zur Baunotdurft des Prinzen.
219965,Der Passbrief umfasste insgesamt 100 Karabiner und 100 Paar Pistolen.
62123,"Nachname Quelle: ""Raichl""."
220134,Der Passbrief umfasste insgesamt 250 Lägel Quecksilber.
220135,Der Passbrief umfasste insgesamt 250 Lägel Quecksilber. Ziel wahrscheinlich Holland.
220140,"Empfänger Quelle: ""Don Detant Nicola""."
220483,Der Passbrief umfasste insgesamt 2000 Zentner Blei.
220485,Der Passbrief umfasste insgesamt 1000 Zentner Pulver.
220553,Wert pro Zentner: 1 1/2 fl.
220563,Gebühr z. T. berechnet.
220578,"Nachname Quelle: ""Henichl""."
221009,Der Passbrief umfasste insgesamt 100 eiserne Stücke.
221714,Zum Bau eines Altars.
221817,"Der Passbrief umfasste unterschiedliche Sorten Gewehr, die in die Zeughäuser nach Wien oder Linz abzuführen waren. Der Empfänger der Lieferung ist daher unklar."
221818,Lieferung aus Sachsen.
221961,3 Passbriefe umfassten je 50 eisern Stücke.
222080,"Nachname Quelle: ""Rohmann""."
222093,Transport über Steyr und Regensburg nach Holland. Der Passbrief umfasste insgesamt 250 Lägel.
222094,Der Passbrief umfasste insgesamt 250 Lägel oder Barillen.
222191,"Nachname Quelle: ""Barb""."
222194,Für die Kurprinzen bei der ksl. Armee in Ungarn.
222223,Zum Verkauf nach Wien.
222947,Zum Gut des Hofkriegsrats Kampmüller.
222991,Vom Brauhaus Landhaag nach Passau.
223015,Transport von Wien nach Regensburg.
223032,"Flor: Einheit ""Pfund"" ergänzt."
223180,An die kurbayrischen Prinzen bei der ksl. Armee.
223202,"Quelle: ""Johann Winters see. erben""."
223317,"Transportgut Quelle: ""baste""."
223335,"Spezerei: Einheit ""Zentner"" ergänzt."
223425,"Nachname Quelle: ""Trunzinger""."
223446,Zum Bau der Kirche des Professhauses St. Anna.
223828,Zum Bau zweier Seitenaltäre.
223850,Rücktransport nach Bayern.
223858,Transport zum Linzer Bartholomäi-Markt.
223859,Transport zum Linzer Bartholomäi-Markt.
224684,"Nachname Quelle: ""Heuß""."
224701,"Eisen, Blech und wenige Nägel."
224801,"Transportgut ""Umschlagtuch"" Quelle: ""umschlag""."
224892,Der Passbrief umfasste insgesamt 200 Flinten und 200 Paar Pistolen.
225171,"Nachname Quelle: ""Zaischer""."
225188,Gebühr berechnet.
225191,Gebühr berechnet.
225193,Gebühr berechnet.
225194,Gebühr berechnet.
225305,Brot zur Schifffahrtsnotdurft.
225418,Gebühr berechnet.
225426,"Nachname Quelle: ""Kekhinger""."
225496,Sperrholz: Keine Einheit angegeben.
225506,Gebühr in der Quelle falsch angegeben. Richtig: 3 ß 28 d.
225580,"Die schadhaften Strümpfe wurden offenbar zurück transportiert, weshalb keine Mautgebühr fällig war."
225589,Lesung des Transportguts unsicher.
226083,"Nachname Quelle: ""Ölbl""."
226367,"""43 1/2 march silber und 1200 fl. groschen, aus welchen current gelder gemünzt werden""."
226477,"Nachname Quelle: ""Klausez""."
226502,"Quelle: ""hörene strimpf""."
234768,"Nachname Quelle: ""Dillmann""."
226617,"Nachname Quelle: ""Dillmayr""."
226640,Transport über  Steyr nach Regensburg. Der Passbrief belief sich auf insgesamt 250 Lägel.
226641,Der Passbrief umfasste insgesamt 250 Lägel Quecksilber.
227230,Der Passbrief umfasste insgesamt 2000 Ruderbäume.
232552,Transport über Steyr und Regensburg. Der Passbrief umfasste insgesamt 250 Lägel Quecksilber.
232553,Transport über Steyr und Regensburg. Der Passbrief umfasste insgesamt 250 Lägel Quecksilber.
232562,Gebühr z.T. berechnet.
232598,Marmor für einen Altar.
232739,Wein der heurigen Lese in Niederösterreich.
232740,Wein der heurigen Lese in Niederösterreich.
232741,Wein der heurigen Lese in Niederösterreich.
232744,Transport von der Harrach'schen Herrschaft Bruck an der Leitha nach Aschach.
232952,Aus dem Hofgarten des Grafen Hamilton in Neuburg.
232978,"Nachname Quelle: ""Kuzlinger""."
232983,"Nachname Quelle: ""Duschl""."
233053,Wein aus Niederösterreich.
233056,Wein aus Niederösterreich.
233095,"Nachname Quelle: ""Berle""."
233285,Wein aus Niederösterreich.
233991,"Transportgut Quelle: ""2 1/2 staab dargent""."
234002,"Nachname Quelle: ""Feichl""."
264767,"Vorname Quelle: ""Advart""."
234056,"Nachname Quelle: ""Albert""."
234062,Gesamtmaut: 24 d.
234328,Für den Gartenbau des Prinzen in Wien.
234346,"Nachname Quelle: ""Ferre(o)""."
234589,Gefärbtes Garn für Tapeziererein.
234667,"Transportgut Quelle: ""klaider oder hardes"""
234688,"Lesung ""Satin"" unsicher."
235080,Wein der diesjährigen Lese in Niederösterreich.
235085,Der Passbrief umfasste insgesamt 50 Stückfass Rheinwein und Moselwein.
235089,"Empfänger Quelle: ""pr. scheffmann, und zu dem kay. tyroller. berg: und schmölzwerckhs haubthandl""."
235103,"Transportgut ""Kattun"" unsicher. Quelle: ""thee und carton""."
259675,Quelle: Nachname verschrieben.
235360,"Der Passbrief umfasste insgesamt 500 Zentner Blei, 2000 Stück 100pfundige und 2000 Stück 60pfundige Bomben."
235483,"Quelle: ""Rauner und Junger""."
167610,"Nachname Quelle: ""Griebel""."
169927,"Nachname Quelle: ""Khönbl""."
235725,"Nachname Quelle: ""Beccredi""."
235752,Gebühr berechnet.
235931,"Quelle: ""Retter praunschweig. hoffmaister""."
235963,"Nachname Quelle: ""De Batti""."
235964,"Nachname Quelle: ""de Batti"""
236137,In der Quelle ist die Lage von Auhof (nördlich von Linz) fälschlich in Niederösterreich verortet. Für den Hausbau.
42650,"Nachname Quelle: ""Marelli""."
236345,"Transport nach Wien, Linz und zu anderen Orten."
236751,Gebühr des beschlagenen Guts insgesamt 10 d.
236841,Der Passbrief umfasste insgesamt 200 Flinten und 200 Paar Pistolen.
236941,"Nachname Quelle: ""Hold""."
174385,"Quelle: ""beschlagen guett an gold und silber tress porthen""."
236274,Gewicht: 120 Pfund.
236409,"Nachname Quelle: ""Canner""."
236424,"Nachname Quelle: ""Schwedler""."
189919,"Transportgut unsicher. Evtl. ""Seidenware""."
236562,Zum Bau neuer Magazinhäuser in Ungarn.
264549,Transport wahrscheinlich für das ksl. Zeughaus in Wien.
250635,Der Passbrief umfasste insgesamt 150000 Zentner Mehl und 400000 Metzen Hafer.
239327,"Der Passbrief umfasste insgesamt 150000 Zentner Mehl und 400000 Metzen Hafer. Die Menge des Mehls und des Hafers ist bereits im Transport von Michael Paur und Johann Pfanzelt, ebenfalls vom 6. April 1716, inkludiert (ID 77631)."
12241,"Nachname Quelle: ""Weisenbach""."
60916,"Nachname Quelle: ""Weißenpach""."
260611,"Nachname Quelle: ""Weissenbach""."
239618,"Nachname Quelle: ""Bluom""."
240063,Gebühr berechnet.
240089,Gebühr berechnet.
240252,"Nachname Quelle: ""Peuminger""."
240446,Gewicht des Gemäldes: 15 Pfund.
241624,"Transportgut Quelle: ""cederoti""."
242153,"Zuordnung der Person unsicher. Quelle: ""Augustin Wülder""."
242515,"Einheit ""Pfund"" ergänzt."
166068,Quelle: Wahrscheinlich zu geringe Menge an Eisen angegeben. Richtig: 12 Zentner.
242534,Gebühr berechnet.
211686,"Transportgut Quelle: ""mäder""."
242598,Für das Gartengebäude des Prinzen in Wien.
243354,"Nachname Quelle: ""Duleuer"" [?]"
243972,"Nachname Quelle: ""Meydl""."
243985,"Quelle: ""cafee gschier und etwas seuden pand mit silber""."
244392,Der Passbrief umfasste insgesamt 300 Zentner Gips. Zum Bau der Peterskirche in Wien.
244564,"Nachname Quelle: ""Cartellini""."
244646,Gebühr berrechnet.
86675,"Nachname Quelle: ""Fischauer""."
244961,"Nachname Quelle: ""Peter""."
244964,Der Passbrief umfasste insgesamt 125 Karabiner und 150 Paar Pistolen.
244965,Der Passbrief umfasste insgesamt 100 Karabiner und 100 Paar Pistolen.
244967,Der Passbrief umfasste insgesamt 600 Karabiner und 600 Paar Pistolen.
245021,"Nachname Quelle: ""Kiberner""."
245215,Bier und Brot zur Schifffahrtsnotdurft.
245407,Gebühr berechnet.
245503,Gebühr berrechnet.
245552,Gebühr berechnet.
245627,Gebühr berechnet.
245695,"Zugeordnete Gesellschaft: ""Piard und Hoslin""."
245696,"Zugeordnete Gesellschaft: ""Piard und Hoslin""."
245743,"Nachname Quelle: ""Him"" [?]"
245827,"Gesellschaft Quelle: ""Grinn et Schmid""."
245828,"Gesellschaft Quelle: ""Grinn et Schmid""."
246132,Quelle: Vorname nicht genannt.
246219,Rest des vorjährigen Bau- und Zehentweins.
246383,Gebühr berechnet.
246385,"Quelle: ""Lorenz Trunkh""."
246664,"Gewicht Quelle: 27 Pfund, 12 Lot."
246686,Der Passbrief umfasste insgesamt 100 Pferde.
246728,Gebühr berechnet.
246732,Gebühr z. T. berechnet.
246745,Gebühr z.T. berechnet.
246786,"Nachname Quelle: ""Duxenet""."
246755,"Nachname Quelle: ""Duxenet""."
246771,Ambosse und Hämmer.
246776,"Nachname Quelle: ""Jertly"" [?]"
246796,Für das Gebäude Dauns. Wahrscheinlich ist damit das Palais Daun-Kinsky gemeint (https://de.wikipedia.org/wiki/Palais_Kinsky_(Wien)).
247040,"Nachname Quelle: ""Naumayr""."
247111,Der Passbrief umfasste insgesamt 400 Zentner Kupfer.
264856,Flöße leer an Bauholz.
247233,Gebühr berechnet.
247377,Je ein Fässel Bier bzw. Met.
247411,Gewicht des Tuchs: 1/6 Zentner.
247977,Gebühr berechnet.
248302,Quelle: 15 Pfund 28 Lot beschlagenes Gut.
177261,"Nachname Quelle: ""Schachmer""."
248678,Transportgut im Umfang von 10 Zentnern nicht lesbar. Niederlage in Aschach.
248804,"Quelle: ""Andre Scholkhammer aus Bayrn""."
248852,"Vorname Quelle: ""Bendix""."
248870,"Name Quelle: ""Ernesto Völz""."
249092,"Empfänger Quelle: ""pro Bortholoma""."
249527,"Der Altar war für eine ""arme Kirche"" in Niederösterreich bestimmt."
249674,Gewicht Quelle: 10 Pfund 22 Lot.
249699,Lesung des Transportguts unsicher.
249706,"Transportgut Quelle: ""pfeffer: oder saurwasser""."
249888,"Personenname Quelle: ""Philbois""."
249889,"Personenname Quelle: ""Philbois""."
249999,Lesung Transportgut unsicher.
250057,"Nachname Quelle: ""Keith""."
250340,Gebühr berechnet.
250344,"Transportgut schwer lesbar. Quelle: ""herrsch. f[?]alkney. notturfften""."
250501,"Quelle: ""Wenzl und Linessini""."
252523,"Person Quelle: ""J. P. ber."""
251324,"Vornamen Quelle: ""Johann Ludwig Constantin""."
264868,"Vornamen Quelle: ""Johann Ludwig Constantin""."
251326,"Vornamen Quelle: ""Johann Ludwig Constantin""."
252268,"Quelle: ""wenig thee""."
252293,"Nachname Quelle: ""Rickl"" [?]"
252311,"Quelle: ""Caspar Würths sel. söhne""."
252318,"Quelle: ""gm[ein] wellne waar""."
252327,Der Passbrief umfasste insgesamt 400 Zentner Neusohler Kupferplatten.
252328,Für das Gebäude des Brauhauses.
252583,Gewicht Quelle:  1 Pfund 23 Lot.
252648,"Nachname Quelle: ""Dachenberger""."
252672,Zur Baunotdurft des Mautamts.
252704,"Nachname Quelle: ""Pischl""."
252824,Pferde für den eigenen Gebrauch des Grafen Schönborn.
252928,"Nachname Quelle: ""Daysenberger""."
264871,Leer an Bauholz.
252942,"Nachname Quelle: ""Fossler""."
253005,Gebühr berechnet.
253018,Gebühr berechnet.
254206,"Nachname Quelle: ""Banardi"" [?]"
254228,Von der Herrschaft Aschach nach Wien.
254308,"Nachname Quelle: ""Woßer""."
254515,"Nachname Quelle: ""Carniee""."
254537,Waren für den Linzer Bartholomäi-Markt.
254665,"Nachname Quelle: ""Nigge""."
254764,"Nachname Quelle: ""Zaischer""."
254786,Gewicht Quelle: 1 Zentner 18 Pfund.
254795,Brot zur Schifffahrtsnotdurft.
264872,Leer an Bauholz.
255045,Wachs (weiß): Gebühr berechnet.
255063,Gebühr Wachs berechnet.
255087,Röte: 3 Zentner in 2 Säcken.
148088,"Nachname Quelle: ""Paumler""."
255185,"Vorname Quelle: ""Caspar Theoph[il]""."
255186,"Vorname Quelle: ""Caspar Theoph[il]""."
255434,"Nachname Quelle: ""von Schük""."
255435,"Nachname Quelle: ""von Schük""."
255451,Gebühr berechnet.
255587,Gebühr berechnet.
256208,Ein Floß an Bauholz.
256351,Gebühr berechnet.
256478,"Schollen Quelle: ""schelln""."
257229,"Nachname Quelle: ""Blaz""."
257268,Flöße an Spanföhren.
264873,Zur Reparatur der Kirche.
257292,Flöße an Spanföhren.
257745,Gebühr z.T. berechnet.
257990,"Nachname Quelle: ""Nigge""."
258253,Flöße an Spanföhren.
258364,Wein der vorjährigen Lese.
258616,Quelle: 4 Pfund 14 Lot beschlagenes Gut. 
258674,Gebühr z.T. berechnet.
258791,"Quelle Betttuch: ""bett buech""."
258838,"Nachname Quelle: ""Barrastia""."
258937,"Nachname Quelle: ""Sigitshofer""."
259309,Gebühr berechnet.
259721,Wert der Schweine: 1 1/2 fl. pro Tier.
259731,"Nachname Quelle: ""Stiern""."
259802,"""Flößte an Spanföhren""."
259811,"Nachname Quelle: ""Guseti""."
259906,"Nachname Quelle: ""Komet""."
259933,Gebühr berechnet.
264875,""" Flöße leer an Bauholz""."
260331,Wert der Schweine: 1 1/2 fl. pro Tier.
260767,Wein aus der heurige Lese.
261179,Quelle: 7 Pfund 21 Lot Beschlagenes Gut.
261450,Gebühr berechnet.
261509,Gebühr berechnet.
261572,Gebühr berechnet.
261579,Gebühr geschätzt.
261580,Quelle: Vorname nicht genannt.
261673,"Name Quelle: ""M. Sonnema""."
261725,Quelle: Kein Transportgut angegeben.
261726,"Transportgut schwer lesbar: ""gewehr zur [?] aust [?]"""
261727,Quelle: 1 Pfund 22 Lot.
261791,Lesung des Nachnamens unsicher. Lesung des Transportguts unsicher.
262348,Gewicht Quelle: 1/8 Zentner 3 Pfund gearbeitetes Silber.
262407,"Nachname Quelle: ""Heinchl""."
178821,"Nachname Quelle: ""Schmauser""."
211270,"Nachname Quelle: ""Renner""."
178872,"Nachname Quelle: ""Gneidlinger""."
179319,"Herkunft Quelle: ""Pildorffen""."
179324,"Nachname Quelle: ""Wünckh""."
179382,"Quelle: ""2 väsl darin paumöehl unnd wenig ganngfisch""."
179389,"Lesung Nachname unsicher: ""Krieg[?]egg""."
179406,"Nachname Quelle: ""Stichauner""."
179431,"Quelle: ""Michael Joachim seel. erben""."
179817,"Lesung Nachname unsicher. ""Bini"" [?]"
179995,"Nachname Quelle: ""Bassa""."
180123,"Nachname Quelle: ""Grueber""."
180124,"Nachname Quelle: ""Grueber""."
180125,"Nachname Quelle: ""Grueber""."
180126,"Nachname Quelle: ""Grueber""."
264884,Der Passbrief umfasste insgesamt 90 Mut Weizen.
180210,Lesung des Nachnamens unsicher.
